Customer_ID,Nationality,Membership_Level,Age_Group,Registration_Date,Preferred_Category
C-1444,TH,Non-Member,40s,2023-05-15,Confectionery
C-1445,CN,Non-Member,30s,2025-05-06,Honey
C-1446,SG,Silver,40s,2023-06-17,Honey
C-1447,IN,Silver,30s,2025-09-27,Tea
C-1448,NZ,Non-Member,20s,2025-12-03,Tea
C-1449,CN,Non-Member,30s,2024-07-10,Liquor
C-1450,CN,Gold,40s,2025-04-08,Honey
C-1451,NZ,Silver,40s,2023-12-26,Tea
C-1452,CN,Diamond,50s+,2025-07-23,Honey
C-1453,US,Silver,20s,2025-11-08,Jewellery
C-1454,IN,Non-Member,30s,2025-07-05,Tea
C-1455,JP,Silver,30s,2024-04-17,Confectionery
C-1456,AU,Non-Member,20s,2023-04-14,Liquor
C-1457,US,Non-Member,50s+,2024-08-12,Souvenir
C-1458,JP,Non-Member,20s,2025-11-25,Souvenir
C-1459,CN,Gold,40s,2023-10-15,Honey
C-1460,US,Silver,20s,2026-01-27,Souvenir
C-1461,SG,Non-Member,20s,2024-11-17,Cosmetics
C-1462,CA,Diamond,20s,2023-04-05,Souvenir
C-1463,US,Non-Member,20s,2025-06-25,Apparel
C-1464,CA,Silver,40s,2024-06-15,Apparel
C-1465,AU,Non-Member,40s,2024-07-24,Liquor
C-1466,KR,Non-Member,30s,2025-11-25,Confectionery
C-1467,JP,Non-Member,30s,2026-03-23,Confectionery
C-1468,CN,Silver,30s,2024-01-19,Liquor
C-1469,KR,Non-Member,30s,2023-08-06,Honey
C-1470,US,Silver,50s+,2026-01-12,Apparel
C-1471,US,Non-Member,50s+,2023-07-04,Indigenous
C-1472,SG,Non-Member,20s,2024-08-04,Confectionery
C-1473,SG,Non-Member,30s,2024-01-18,Confectionery
C-1474,JP,Non-Member,40s,2023-04-16,Souvenir
C-1475,US,Non-Member,40s,2025-06-06,Apparel
C-1476,US,Silver,50s+,2024-06-09,Apparel
C-1477,KR,Diamond,50s+,2025-08-09,Honey
C-1478,GB,Silver,40s,2023-06-11,Tea
C-1479,NZ,Silver,30s,2024-06-11,Cosmetics
C-1480,CN,Non-Member,40s,2023-03-29,Liquor
C-1481,NZ,Non-Member,40s,2023-08-07,Tea
C-1482,JP,Non-Member,30s,2024-10-27,Souvenir
C-1483,NZ,Non-Member,40s,2025-08-11,Souvenir
C-1484,JP,Non-Member,40s,2024-09-28,Souvenir
C-1485,AU,Silver,20s,2026-02-11,Cosmetics
C-1486,JP,Silver,40s,2023-12-03,Confectionery
C-1487,PH,Silver,30s,2024-08-06,Cosmetics
C-1488,TH,Silver,20s,2023-12-05,Cosmetics
C-1489,IN,Non-Member,30s,2025-03-31,Tea
C-1490,JP,Silver,50s+,2025-06-02,Souvenir
C-1491,CN,Gold,20s,2024-06-02,Souvenir
C-1492,KR,Silver,20s,2025-04-02,Jewellery
C-1493,NZ,Non-Member,40s,2023-11-11,Tea
C-1494,US,Non-Member,20s,2025-03-08,Indigenous
C-1495,IN,Non-Member,50s+,2023-06-12,Souvenir
C-1496,NZ,Non-Member,30s,2025-11-11,Souvenir
C-1497,CN,Non-Member,20s,2024-06-21,Souvenir
C-1498,NZ,Gold,50s+,2026-02-10,Souvenir
C-1499,AU,Gold,50s+,2024-04-15,Cosmetics
C-1500,PH,Non-Member,20s,2023-08-19,Tea
C-1501,KR,Non-Member,50s+,2025-12-14,Jewellery
C-1502,KR,Diamond,20s,2023-06-13,Honey
C-1503,IN,Diamond,50s+,2024-12-18,Tea
C-1504,JP,Silver,20s,2023-09-26,Tea
C-1505,CA,Silver,50s+,2025-01-19,Tea
C-1506,US,Silver,50s+,2025-02-23,Souvenir
C-1507,PH,Non-Member,50s+,2026-02-23,Tea
C-1508,NZ,Silver,40s,2026-02-18,Confectionery
C-1509,AU,Non-Member,40s,2024-07-06,Liquor
C-1510,CA,Gold,40s,2025-01-20,Tea
C-1511,JP,Non-Member,30s,2024-08-21,Confectionery
C-1512,AU,Non-Member,40s,2026-03-09,Confectionery
C-1513,JP,Non-Member,30s,2025-09-14,Confectionery
C-1514,SG,Non-Member,20s,2024-04-10,Tea
C-1515,AU,Non-Member,40s,2025-11-17,Cosmetics
C-1516,CN,Silver,40s,2025-08-05,Souvenir
C-1517,CN,Silver,50s+,2023-10-09,Honey
C-1518,TH,Non-Member,20s,2024-06-02,Tea
C-1519,AU,Gold,30s,2023-09-22,Confectionery
C-1520,CN,Gold,30s,2026-01-19,Honey
C-1521,CN,Non-Member,20s,2026-03-10,Honey
C-1522,KR,Non-Member,30s,2025-12-11,Honey
C-1523,US,Diamond,40s,2024-01-20,Apparel
C-1524,SG,Non-Member,40s,2023-04-01,Tea
C-1525,US,Non-Member,30s,2025-05-22,Jewellery
C-1526,KR,Diamond,40s,2024-11-04,Jewellery
C-1527,CN,Gold,50s+,2026-03-24,Cosmetics
C-1528,AU,Non-Member,40s,2026-02-16,Liquor
C-1529,SG,Silver,50s+,2024-05-02,Cosmetics
C-1530,CN,Silver,20s,2025-12-04,Souvenir
C-1531,IN,Gold,50s+,2024-05-15,Confectionery
C-1532,JP,Non-Member,30s,2026-02-25,Confectionery
C-1533,CN,Non-Member,30s,2025-08-28,Honey
C-1534,GB,Non-Member,20s,2024-04-18,Tea
C-1535,GB,Silver,50s+,2026-01-17,Apparel
C-1536,CN,Gold,50s+,2025-11-11,Honey
C-1537,IN,Non-Member,30s,2024-09-28,Tea
C-1538,US,Non-Member,30s,2025-07-10,Indigenous
C-1539,IN,Non-Member,40s,2024-06-25,Confectionery
C-1540,IN,Non-Member,40s,2024-10-28,Souvenir
C-1541,TH,Non-Member,30s,2024-04-21,Tea
C-1542,GB,Non-Member,30s,2023-05-26,Indigenous
C-1543,IN,Silver,50s+,2023-08-12,Souvenir
C-1544,CN,Non-Member,20s,2023-11-01,Souvenir
C-1545,IN,Silver,30s,2025-02-18,Souvenir
C-1546,US,Gold,50s+,2023-06-05,Souvenir
C-1547,AU,Diamond,50s+,2025-08-30,Liquor
C-1548,IN,Gold,30s,2024-12-04,Confectionery
C-1549,JP,Non-Member,20s,2024-07-31,Souvenir
C-1550,JP,Non-Member,20s,2024-01-30,Souvenir
C-1551,IN,Non-Member,20s,2024-02-04,Confectionery
C-1552,US,Silver,40s,2025-06-16,Indigenous
C-1553,GB,Non-Member,50s+,2024-04-09,Tea
C-1554,SG,Non-Member,50s+,2025-11-18,Confectionery
C-1555,NZ,Non-Member,50s+,2024-05-18,Tea
C-1556,CN,Non-Member,20s,2025-06-08,Honey
C-1557,US,Non-Member,20s,2025-03-03,Indigenous
C-1558,GB,Non-Member,20s,2025-09-18,Indigenous
C-1559,CN,Non-Member,40s,2023-12-14,Liquor
C-1560,CN,Non-Member,50s+,2024-06-05,Cosmetics
C-1561,US,Non-Member,40s,2025-08-25,Apparel
C-1562,US,Non-Member,30s,2023-03-31,Indigenous
C-1563,KR,Non-Member,30s,2023-11-26,Honey
C-1564,CN,Gold,50s+,2025-10-29,Cosmetics
C-1565,CN,Gold,30s,2024-06-14,Honey
C-1566,AU,Non-Member,20s,2025-05-26,Cosmetics
C-1567,AU,Silver,20s,2024-01-14,Liquor
C-1568,CN,Diamond,30s,2023-04-26,Souvenir
C-1569,CN,Silver,50s+,2025-01-16,Honey
C-1570,GB,Silver,40s,2025-10-26,Apparel
C-1571,JP,Non-Member,30s,2025-10-31,Souvenir
C-1572,AU,Silver,20s,2024-11-17,Confectionery
C-1573,GB,Gold,50s+,2024-10-02,Tea
C-1574,JP,Silver,20s,2025-07-08,Cosmetics
C-1575,CN,Non-Member,50s+,2023-04-17,Honey
C-1576,AU,Non-Member,20s,2024-01-12,Confectionery
C-1577,NZ,Non-Member,30s,2025-06-17,Cosmetics
C-1578,KR,Non-Member,40s,2025-06-28,Liquor
C-1579,JP,Non-Member,50s+,2025-07-07,Confectionery
C-1580,CN,Gold,50s+,2025-05-02,Cosmetics
C-1581,NZ,Non-Member,50s+,2023-06-07,Confectionery
C-1582,JP,Non-Member,40s,2023-12-08,Souvenir
C-1583,KR,Silver,40s,2024-05-25,Cosmetics
C-1584,CN,Silver,30s,2024-08-16,Cosmetics
C-1585,IN,Non-Member,50s+,2026-03-15,Tea
C-1586,US,Non-Member,30s,2025-12-14,Indigenous
C-1587,AU,Gold,50s+,2023-08-15,Liquor
C-1588,GB,Non-Member,50s+,2025-08-25,Apparel
C-1589,GB,Silver,50s+,2025-03-18,Tea
C-1590,JP,Silver,40s,2023-12-06,Confectionery
C-1591,CN,Silver,20s,2024-11-30,Liquor
C-1592,AU,Non-Member,50s+,2025-02-22,Souvenir
C-1593,US,Non-Member,30s,2025-12-12,Apparel
C-1594,PH,Non-Member,40s,2024-03-29,Souvenir
C-1595,AU,Non-Member,50s+,2024-12-23,Confectionery
C-1596,AU,Non-Member,20s,2025-08-31,Liquor
C-1597,IN,Non-Member,30s,2024-10-16,Tea
C-1598,US,Non-Member,20s,2024-03-14,Indigenous
C-1599,CN,Non-Member,50s+,2023-07-06,Souvenir
C-1600,NZ,Non-Member,40s,2025-11-24,Honey
C-1601,GB,Diamond,40s,2025-07-15,Apparel
C-1602,CA,Gold,40s,2024-12-29,Apparel
C-1603,CN,Silver,50s+,2024-06-20,Confectionery
C-1604,AU,Gold,40s,2025-12-15,Cosmetics
C-1605,GB,Non-Member,40s,2023-12-12,Tea
C-1606,GB,Non-Member,20s,2023-10-17,Tea
C-1607,CN,Silver,50s+,2023-05-03,Honey
C-1608,US,Non-Member,50s+,2025-01-21,Apparel
C-1609,AU,Non-Member,30s,2025-11-29,Confectionery
C-1610,GB,Silver,40s,2024-12-17,Tea
C-1611,SG,Non-Member,40s,2024-03-27,Cosmetics
C-1612,KR,Non-Member,20s,2025-03-04,Cosmetics
C-1613,AU,Gold,30s,2025-12-18,Confectionery
C-1614,US,Gold,20s,2025-11-22,Souvenir
C-1615,CN,Silver,50s+,2024-01-09,Cosmetics
C-1616,CN,Non-Member,50s+,2023-12-10,Honey
C-1617,JP,Non-Member,30s,2023-10-10,Confectionery
C-1618,CN,Non-Member,20s,2024-12-30,Honey
C-1619,GB,Non-Member,50s+,2025-07-11,Indigenous
C-1620,NZ,Silver,30s,2025-07-31,Tea
C-1621,NZ,Non-Member,20s,2025-06-02,Tea
C-1622,SG,Silver,20s,2023-11-30,Confectionery
C-1623,CN,Non-Member,30s,2023-07-06,Cosmetics
C-1624,AU,Silver,40s,2025-03-18,Confectionery
C-1625,AU,Non-Member,50s+,2026-02-03,Confectionery
C-1626,US,Non-Member,40s,2023-08-17,Jewellery
C-1627,CN,Non-Member,50s+,2025-07-22,Honey
C-1628,CN,Diamond,30s,2024-12-10,Honey
C-1629,CN,Silver,30s,2024-05-12,Confectionery
C-1630,GB,Non-Member,40s,2024-08-17,Indigenous
C-1631,AU,Non-Member,50s+,2024-11-07,Cosmetics
C-1632,GB,Silver,20s,2026-03-09,Apparel
C-1633,JP,Non-Member,20s,2025-07-07,Souvenir
C-1634,CN,Silver,50s+,2023-05-30,Cosmetics
C-1635,US,Silver,20s,2025-04-20,Apparel
C-1636,SG,Non-Member,20s,2024-01-27,Cosmetics
C-1637,GB,Diamond,30s,2025-02-11,Indigenous
C-1638,KR,Non-Member,20s,2024-01-09,Honey
C-1639,GB,Non-Member,40s,2024-10-18,Apparel
C-1640,CN,Gold,50s+,2024-10-13,Cosmetics
C-1641,CN,Non-Member,30s,2023-09-06,Liquor
C-1642,IN,Gold,20s,2026-02-25,Cosmetics
C-1643,CA,Non-Member,40s,2024-05-18,Souvenir
C-1644,AU,Silver,40s,2025-02-22,Confectionery
C-1645,CN,Non-Member,30s,2023-11-17,Honey
C-1646,NZ,Silver,20s,2024-05-07,Confectionery
C-1647,US,Silver,30s,2024-10-01,Souvenir
C-1648,CN,Non-Member,30s,2023-11-26,Honey
C-1649,IN,Diamond,30s,2023-08-04,Confectionery
C-1650,CA,Non-Member,50s+,2023-07-31,Apparel
C-1651,PH,Silver,30s,2023-11-10,Cosmetics
C-1652,GB,Silver,20s,2023-07-22,Apparel
C-1653,CN,Silver,40s,2025-10-01,Cosmetics
C-1654,TH,Silver,40s,2024-12-31,Cosmetics
C-1655,PH,Diamond,50s+,2025-07-14,Cosmetics
C-1656,CN,Gold,40s,2023-10-29,Cosmetics
C-1657,GB,Silver,50s+,2025-03-25,Tea
C-1658,SG,Gold,20s,2024-07-27,Tea
C-1659,AU,Silver,30s,2023-11-16,Confectionery
C-1660,SG,Non-Member,20s,2025-06-21,Confectionery
C-1661,AU,Non-Member,20s,2024-08-13,Cosmetics
C-1662,CN,Non-Member,40s,2023-09-02,Honey
C-1663,KR,Non-Member,20s,2025-10-10,Confectionery
C-1664,KR,Silver,20s,2024-11-29,Liquor
C-1665,CA,Non-Member,50s+,2023-11-10,Indigenous
C-1666,PH,Non-Member,50s+,2023-08-17,Confectionery
C-1667,AU,Non-Member,20s,2024-11-12,Cosmetics
C-1668,NZ,Silver,30s,2025-04-09,Confectionery
C-1669,KR,Silver,20s,2025-06-12,Cosmetics
C-1670,KR,Silver,20s,2024-02-17,Cosmetics
C-1671,PH,Gold,50s+,2025-08-09,Cosmetics
C-1672,US,Silver,20s,2025-12-19,Jewellery
C-1673,US,Silver,30s,2024-02-14,Indigenous
C-1674,US,Silver,50s+,2024-12-08,Souvenir
C-1675,SG,Gold,40s,2023-10-18,Cosmetics
C-1676,JP,Non-Member,40s,2023-12-18,Confectionery
C-1677,AU,Non-Member,40s,2025-11-29,Confectionery
C-1678,NZ,Silver,30s,2023-09-13,Honey
C-1679,JP,Gold,50s+,2023-05-29,Tea
C-1680,CN,Non-Member,30s,2025-12-22,Honey
C-1681,CN,Diamond,30s,2023-07-11,Confectionery
C-1682,KR,Silver,20s,2025-02-07,Cosmetics
C-1683,IN,Silver,50s+,2025-02-04,Souvenir
C-1684,NZ,Silver,20s,2024-01-11,Confectionery
C-1685,AU,Non-Member,40s,2025-08-23,Confectionery
C-1686,US,Silver,50s+,2026-01-17,Apparel
C-1687,US,Non-Member,30s,2024-05-08,Souvenir
C-1688,PH,Non-Member,50s+,2024-07-05,Tea
C-1689,SG,Non-Member,30s,2024-06-17,Cosmetics
C-1690,IN,Silver,20s,2026-03-23,Cosmetics
C-1691,JP,Silver,20s,2024-01-24,Tea
C-1692,PH,Silver,20s,2024-01-04,Confectionery
C-1693,JP,Silver,50s+,2024-08-29,Souvenir
C-1694,TH,Non-Member,20s,2024-12-13,Cosmetics
C-1695,CN,Non-Member,30s,2025-03-15,Honey
C-1696,IN,Silver,50s+,2025-03-22,Souvenir
C-1697,GB,Non-Member,40s,2025-08-05,Tea
C-1698,TH,Non-Member,50s+,2025-10-20,Confectionery
C-1699,PH,Gold,20s,2023-11-10,Confectionery
C-1700,CN,Silver,30s,2024-04-30,Souvenir
C-1701,PH,Non-Member,30s,2023-05-16,Confectionery
C-1702,CN,Non-Member,40s,2025-05-19,Confectionery
C-1703,IN,Silver,40s,2024-01-23,Tea
C-1704,KR,Non-Member,30s,2025-08-02,Cosmetics
C-1705,CN,Gold,40s,2025-09-03,Honey
C-1706,SG,Non-Member,40s,2026-02-22,Tea
C-1707,NZ,Diamond,40s,2024-05-12,Honey
C-1708,CN,Non-Member,30s,2025-06-01,Souvenir
C-1709,CN,Silver,50s+,2023-05-14,Souvenir
C-1710,IN,Non-Member,50s+,2024-12-11,Tea
C-1711,CN,Silver,30s,2024-05-11,Honey
C-1712,NZ,Non-Member,40s,2025-06-23,Souvenir
C-1713,CN,Silver,20s,2026-02-26,Confectionery
C-1714,NZ,Non-Member,40s,2024-01-26,Tea
C-1715,AU,Diamond,20s,2024-03-28,Confectionery
C-1716,CA,Non-Member,20s,2024-01-14,Apparel
C-1717,GB,Non-Member,50s+,2025-03-14,Apparel
C-1718,TH,Silver,40s,2023-04-04,Souvenir
C-1719,AU,Silver,50s+,2026-02-17,Liquor
C-1720,CN,Non-Member,50s+,2024-09-29,Liquor
C-1721,IN,Silver,50s+,2024-01-12,Confectionery
C-1722,CN,Gold,50s+,2025-08-15,Liquor
C-1723,SG,Non-Member,50s+,2024-01-26,Confectionery
C-1724,CN,Non-Member,20s,2025-07-04,Confectionery
C-1725,IN,Non-Member,20s,2025-04-09,Confectionery
C-1726,PH,Diamond,40s,2023-05-25,Confectionery
C-1727,US,Non-Member,40s,2023-11-04,Souvenir
C-1728,SG,Non-Member,30s,2024-05-22,Cosmetics
C-1729,PH,Non-Member,40s,2025-03-27,Souvenir
C-1730,US,Silver,20s,2025-07-03,Indigenous
C-1731,CN,Non-Member,20s,2024-01-28,Souvenir
C-1732,CN,Non-Member,30s,2023-12-07,Souvenir
C-1733,KR,Gold,40s,2023-08-19,Honey
C-1734,AU,Silver,50s+,2024-04-19,Cosmetics
C-1735,NZ,Non-Member,20s,2025-05-18,Tea
C-1736,TH,Silver,40s,2023-07-26,Cosmetics
C-1737,SG,Non-Member,30s,2024-08-04,Cosmetics
C-1738,JP,Silver,40s,2026-02-13,Souvenir
C-1739,JP,Non-Member,50s+,2025-05-12,Tea
C-1740,CN,Non-Member,30s,2023-10-06,Souvenir
C-1741,SG,Non-Member,20s,2024-08-03,Confectionery
C-1742,NZ,Non-Member,50s+,2025-10-07,Cosmetics
C-1743,CN,Non-Member,50s+,2025-01-28,Liquor
C-1744,KR,Gold,20s,2024-02-03,Jewellery
C-1745,IN,Gold,20s,2026-03-22,Souvenir
C-1746,CA,Non-Member,20s,2023-05-05,Indigenous
C-1747,KR,Non-Member,50s+,2025-07-14,Cosmetics
C-1748,AU,Silver,40s,2023-06-07,Confectionery
C-1749,AU,Non-Member,40s,2025-01-28,Liquor
C-1750,AU,Silver,50s+,2025-06-12,Liquor
C-1751,IN,Non-Member,40s,2024-02-02,Souvenir
C-1752,KR,Silver,40s,2026-01-03,Jewellery
C-1753,JP,Non-Member,20s,2024-08-14,Confectionery
C-1754,CN,Non-Member,50s+,2024-11-03,Liquor
C-1755,NZ,Non-Member,30s,2025-05-29,Confectionery
C-1756,GB,Gold,50s+,2024-03-29,Tea
C-1757,IN,Non-Member,20s,2024-11-16,Confectionery
C-1758,AU,Gold,30s,2023-07-30,Confectionery
C-1759,SG,Non-Member,30s,2025-10-09,Confectionery
C-1760,GB,Silver,30s,2025-04-19,Indigenous
C-1761,AU,Gold,30s,2025-06-03,Confectionery
C-1762,GB,Non-Member,50s+,2023-06-03,Indigenous
C-1763,CN,Silver,40s,2023-06-17,Souvenir
C-1764,JP,Silver,40s,2025-07-15,Confectionery
C-1765,PH,Gold,50s+,2025-07-17,Confectionery
C-1766,GB,Non-Member,20s,2025-06-14,Indigenous
C-1767,KR,Non-Member,30s,2023-09-04,Cosmetics
C-1768,NZ,Non-Member,40s,2025-11-14,Cosmetics
C-1769,KR,Gold,20s,2024-07-06,Honey
C-1770,CN,Gold,40s,2024-03-23,Honey
C-1771,PH,Non-Member,40s,2023-04-02,Confectionery
C-1772,CN,Non-Member,40s,2023-05-01,Liquor
C-1773,KR,Silver,30s,2023-07-01,Liquor
C-1774,CN,Silver,40s,2024-01-17,Cosmetics
C-1775,AU,Non-Member,50s+,2024-07-09,Confectionery
C-1776,IN,Non-Member,50s+,2026-02-08,Confectionery
C-1777,CN,Non-Member,30s,2023-09-26,Honey
C-1778,CN,Non-Member,20s,2025-03-31,Cosmetics
C-1779,PH,Silver,20s,2025-04-29,Confectionery
C-1780,CN,Non-Member,20s,2024-10-19,Liquor
C-1781,AU,Non-Member,30s,2023-09-08,Cosmetics
C-1782,TH,Non-Member,20s,2025-10-27,Confectionery
C-1783,NZ,Non-Member,20s,2026-02-04,Cosmetics
C-1784,IN,Silver,30s,2026-03-13,Confectionery
C-1785,CN,Non-Member,30s,2026-01-05,Honey
C-1786,IN,Diamond,20s,2023-09-21,Confectionery
C-1787,TH,Non-Member,40s,2024-11-25,Confectionery
C-1788,CN,Silver,40s,2025-11-09,Cosmetics
C-1789,AU,Diamond,30s,2025-10-06,Cosmetics
C-1790,AU,Silver,40s,2024-01-01,Confectionery
C-1791,CN,Non-Member,20s,2025-02-06,Souvenir
C-1792,IN,Non-Member,40s,2024-07-06,Confectionery
C-1793,CN,Silver,50s+,2026-03-21,Liquor
C-1794,AU,Non-Member,40s,2025-11-16,Liquor
C-1795,PH,Non-Member,30s,2025-05-24,Cosmetics
C-1796,CN,Non-Member,50s+,2023-05-18,Liquor
C-1797,NZ,Non-Member,20s,2023-11-17,Tea
C-1798,IN,Non-Member,40s,2025-01-06,Souvenir
C-1799,GB,Silver,50s+,2024-02-07,Indigenous
C-1800,JP,Silver,20s,2025-12-10,Confectionery
C-1801,GB,Gold,20s,2025-11-12,Apparel
C-1802,IN,Non-Member,40s,2024-06-06,Confectionery
C-1803,IN,Non-Member,20s,2024-08-01,Souvenir
C-1804,AU,Non-Member,30s,2023-08-12,Cosmetics
C-1805,GB,Non-Member,30s,2025-01-25,Tea
C-1806,GB,Diamond,50s+,2025-02-02,Tea
C-1807,GB,Silver,40s,2026-03-17,Indigenous
C-1808,US,Silver,40s,2024-07-28,Apparel
C-1809,KR,Silver,30s,2024-06-11,Honey
C-1810,IN,Non-Member,40s,2024-06-22,Tea
C-1811,PH,Gold,50s+,2025-03-26,Confectionery
C-1812,JP,Gold,40s,2025-11-10,Confectionery
C-1813,AU,Gold,50s+,2024-01-17,Liquor
C-1814,IN,Non-Member,40s,2023-06-07,Cosmetics
C-1815,IN,Non-Member,50s+,2023-10-25,Tea
C-1816,NZ,Non-Member,40s,2025-10-21,Confectionery
C-1817,SG,Non-Member,50s+,2023-12-04,Honey
C-1818,KR,Non-Member,30s,2024-01-08,Honey
C-1819,PH,Gold,30s,2025-12-05,Confectionery
C-1820,GB,Non-Member,20s,2025-07-26,Indigenous
C-1821,IN,Non-Member,50s+,2023-07-08,Confectionery
C-1822,US,Non-Member,30s,2025-04-07,Indigenous
C-1823,PH,Non-Member,20s,2025-10-27,Cosmetics
C-1824,JP,Diamond,40s,2023-07-26,Tea
C-1825,CN,Non-Member,30s,2026-01-10,Liquor
C-1826,JP,Non-Member,20s,2024-02-19,Tea
C-1827,KR,Non-Member,30s,2024-03-24,Liquor
C-1828,JP,Non-Member,50s+,2025-08-21,Tea
C-1829,IN,Gold,30s,2023-05-01,Confectionery
C-1830,GB,Non-Member,30s,2023-04-15,Tea
C-1831,NZ,Non-Member,50s+,2023-04-12,Confectionery
C-1832,SG,Non-Member,50s+,2025-04-04,Cosmetics
C-1833,CN,Silver,30s,2024-08-18,Confectionery
C-1834,CN,Non-Member,50s+,2025-07-06,Cosmetics
C-1835,IN,Non-Member,30s,2024-12-23,Confectionery
C-1836,AU,Non-Member,20s,2025-10-19,Liquor
C-1837,NZ,Silver,30s,2025-09-23,Tea
C-1838,CA,Non-Member,30s,2024-04-25,Tea
C-1839,SG,Silver,40s,2025-09-11,Cosmetics
C-1840,CN,Silver,50s+,2024-01-28,Souvenir
C-1841,AU,Non-Member,40s,2026-01-05,Souvenir
C-1842,CA,Non-Member,30s,2023-10-07,Apparel
C-1843,CN,Non-Member,40s,2025-10-08,Souvenir
C-1844,US,Non-Member,40s,2024-08-29,Indigenous
C-1845,JP,Silver,20s,2024-04-02,Confectionery
C-1846,IN,Non-Member,30s,2023-11-14,Confectionery
C-1847,NZ,Silver,40s,2024-11-19,Souvenir
C-1848,CN,Non-Member,20s,2023-12-08,Confectionery
C-1849,KR,Silver,40s,2025-05-19,Honey
C-1850,KR,Non-Member,50s+,2023-08-17,Confectionery
C-1851,AU,Non-Member,30s,2025-06-16,Souvenir
C-1852,AU,Non-Member,40s,2025-04-13,Confectionery
C-1853,KR,Non-Member,20s,2026-02-21,Confectionery
C-1854,CN,Non-Member,30s,2024-07-03,Souvenir
C-1855,AU,Non-Member,50s+,2024-11-11,Confectionery
C-1856,CN,Non-Member,40s,2025-07-27,Souvenir
C-1857,AU,Gold,50s+,2023-08-16,Liquor
C-1858,GB,Non-Member,40s,2025-07-22,Apparel
C-1859,NZ,Diamond,20s,2024-12-23,Souvenir
C-1860,CN,Non-Member,20s,2025-04-21,Souvenir
C-1861,PH,Non-Member,30s,2023-04-11,Confectionery
C-1862,CN,Non-Member,20s,2024-06-16,Honey
C-1863,PH,Non-Member,50s+,2024-08-17,Cosmetics
C-1864,KR,Non-Member,50s+,2025-01-31,Honey
C-1865,TH,Gold,50s+,2025-01-29,Souvenir
C-1866,AU,Gold,50s+,2025-04-24,Liquor
C-1867,GB,Non-Member,50s+,2024-06-23,Tea
C-1868,CN,Non-Member,40s,2024-04-07,Cosmetics
C-1869,GB,Diamond,50s+,2025-12-13,Souvenir
C-1870,AU,Silver,20s,2024-09-17,Cosmetics
C-1871,KR,Non-Member,30s,2024-04-02,Honey
C-1872,PH,Diamond,20s,2025-04-30,Cosmetics
C-1873,CN,Non-Member,20s,2024-07-09,Honey
C-1874,IN,Silver,20s,2024-08-26,Cosmetics
C-1875,GB,Silver,50s+,2023-11-03,Apparel
C-1876,NZ,Non-Member,20s,2024-04-22,Souvenir
C-1877,US,Silver,40s,2024-06-13,Indigenous
C-1878,KR,Gold,50s+,2023-06-15,Honey
C-1879,US,Silver,30s,2023-06-17,Souvenir
C-1880,CN,Non-Member,40s,2024-10-17,Honey
C-1881,AU,Silver,30s,2025-06-02,Liquor
C-1882,CN,Non-Member,40s,2024-04-05,Liquor
C-1883,IN,Gold,30s,2024-03-27,Tea
C-1884,JP,Silver,40s,2026-01-31,Confectionery
C-1885,US,Silver,40s,2025-05-02,Souvenir
C-1886,NZ,Silver,30s,2023-07-13,Tea
C-1887,KR,Silver,50s+,2024-04-21,Honey
C-1888,JP,Gold,50s+,2023-03-30,Confectionery
C-1889,US,Non-Member,30s,2024-08-10,Souvenir
C-1890,NZ,Silver,30s,2025-06-20,Confectionery
C-1891,CN,Non-Member,40s,2023-07-28,Cosmetics
C-1892,IN,Non-Member,30s,2023-05-15,Tea
C-1893,JP,Silver,40s,2024-02-14,Confectionery
C-1894,TH,Non-Member,50s+,2025-10-13,Souvenir
C-1895,CN,Non-Member,40s,2025-10-21,Confectionery
C-1896,GB,Silver,50s+,2023-05-31,Tea
C-1897,IN,Silver,40s,2024-11-08,Souvenir
C-1898,AU,Non-Member,20s,2024-12-28,Liquor
C-1899,NZ,Silver,20s,2024-11-22,Cosmetics
C-1900,SG,Silver,40s,2023-06-14,Souvenir
C-1901,US,Silver,40s,2025-01-20,Jewellery
C-1902,CA,Silver,20s,2025-05-14,Tea
C-1903,JP,Gold,20s,2024-04-19,Confectionery
C-1904,IN,Silver,20s,2026-01-21,Cosmetics
C-1905,JP,Gold,20s,2024-08-18,Cosmetics
C-1906,GB,Non-Member,50s+,2025-09-20,Tea
C-1907,CA,Diamond,40s,2025-11-12,Tea
C-1908,CN,Silver,40s,2025-09-08,Cosmetics
C-1909,AU,Gold,50s+,2023-12-08,Confectionery
C-1910,CN,Non-Member,40s,2025-02-23,Souvenir
C-1911,AU,Silver,40s,2025-01-09,Liquor
C-1912,CA,Diamond,50s+,2024-09-24,Apparel
C-1913,US,Non-Member,50s+,2024-08-16,Jewellery
C-1914,US,Silver,20s,2026-03-04,Souvenir
C-1915,CN,Diamond,30s,2023-06-03,Liquor
C-1916,SG,Gold,50s+,2024-05-01,Honey
C-1917,AU,Non-Member,50s+,2024-01-20,Liquor
C-1918,GB,Non-Member,40s,2023-06-12,Tea
C-1919,KR,Silver,40s,2023-05-15,Honey
C-1920,IN,Non-Member,30s,2025-12-30,Cosmetics
C-1921,US,Non-Member,50s+,2026-03-07,Jewellery
C-1922,CN,Silver,40s,2023-09-19,Cosmetics
C-1923,GB,Diamond,40s,2025-07-18,Souvenir
C-1924,CA,Silver,40s,2025-03-22,Apparel
C-1925,SG,Non-Member,30s,2025-02-02,Confectionery
C-1926,SG,Non-Member,30s,2023-12-19,Cosmetics
