flight_no,airline,destination,departure_time,flight_status
NH880,ANA,Tokyo,2024-10-13 11:18:00,Delayed
KE601,Korean Air,Seoul,2024-10-13 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-10-13 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-13 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-13 15:45:00,On Time
QF1,Qantas,Singapore,2024-10-13 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-10-13 20:48:00,Delayed
UA839,United Airlines,Los Angeles,2024-10-13 20:58:00,On Time
EK413,Emirates,Dubai,2024-10-13 21:11:00,Delayed
GA715,Garuda Indonesia,Bali,2024-10-14 07:30:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-14 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-14 08:47:00,On Time
TG476,Thai Airways,Bangkok,2024-10-14 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-10-14 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-10-14 09:30:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-14 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-14 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-14 10:32:00,On Time
KE601,Korean Air,Seoul,2024-10-14 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-10-14 11:50:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-14 13:28:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-14 15:49:00,On Time
QF1,Qantas,Singapore,2024-10-14 16:33:00,On Time
QR007,Qatar Airways,Doha,2024-10-14 20:40:00,Delayed
EK413,Emirates,Dubai,2024-10-14 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-15 07:31:00,On Time
TR13,Scoot,Singapore,2024-10-15 07:40:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-15 07:57:00,On Time
5J32,Cebu Pacific,Manila,2024-10-15 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-15 08:45:00,On Time
MU502,China Eastern,Shanghai,2024-10-15 09:11:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-15 09:59:00,On Time
CA781,Air China,Beijing,2024-10-15 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-15 10:26:00,On Time
NH880,ANA,Tokyo,2024-10-15 11:17:00,On Time
KE601,Korean Air,Seoul,2024-10-15 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-10-15 11:54:00,On Time
QF1,Qantas,Singapore,2024-10-15 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-10-15 20:55:00,Delayed
EK413,Emirates,Dubai,2024-10-15 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-16 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-16 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-10-16 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-10-16 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-10-16 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-16 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-16 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-16 10:25:00,On Time
KE601,Korean Air,Seoul,2024-10-16 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-10-16 12:00:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-10-16 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-16 15:40:00,On Time
QF1,Qantas,Singapore,2024-10-16 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-10-16 20:47:00,On Time
EK413,Emirates,Dubai,2024-10-16 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-17 07:31:00,On Time
TR13,Scoot,Singapore,2024-10-17 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-17 08:00:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-17 08:44:00,On Time
TG476,Thai Airways,Bangkok,2024-10-17 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-10-17 09:18:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-17 10:02:00,On Time
CA781,Air China,Beijing,2024-10-17 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-17 10:28:00,On Time
NH880,ANA,Tokyo,2024-10-17 11:11:00,On Time
KE601,Korean Air,Seoul,2024-10-17 11:33:00,Delayed
QF7,Qantas,Los Angeles,2024-10-17 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-17 13:27:00,On Time
QF1,Qantas,Singapore,2024-10-17 16:27:00,On Time
UA839,United Airlines,Los Angeles,2024-10-17 20:57:00,On Time
EK413,Emirates,Dubai,2024-10-17 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-18 07:26:00,On Time
5J32,Cebu Pacific,Manila,2024-10-18 07:57:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-18 08:03:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-18 08:50:00,On Time
MU502,China Eastern,Shanghai,2024-10-18 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-10-18 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-18 09:41:00,Delayed
JL771,Japan Airlines,Tokyo,2024-10-18 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-18 10:29:00,On Time
KE601,Korean Air,Seoul,2024-10-18 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-10-18 11:59:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-18 15:45:00,On Time
QF1,Qantas,Singapore,2024-10-18 16:31:00,Delayed
QR007,Qatar Airways,Doha,2024-10-18 20:42:00,On Time
EK413,Emirates,Dubai,2024-10-18 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-19 07:29:00,Delayed
TR13,Scoot,Singapore,2024-10-19 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-19 08:01:00,On Time
TG476,Thai Airways,Bangkok,2024-10-19 09:03:00,On Time
MU502,China Eastern,Shanghai,2024-10-19 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-10-19 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-19 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-19 09:59:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-19 10:33:00,On Time
NH880,ANA,Tokyo,2024-10-19 11:17:00,On Time
KE601,Korean Air,Seoul,2024-10-19 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-10-19 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-19 13:30:00,On Time
QF1,Qantas,Singapore,2024-10-19 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-10-19 21:02:00,Delayed
EK413,Emirates,Dubai,2024-10-19 21:14:00,Delayed
GA715,Garuda Indonesia,Bali,2024-10-20 07:30:00,On Time
5J32,Cebu Pacific,Manila,2024-10-20 08:04:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-20 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-20 08:43:00,On Time
TG476,Thai Airways,Bangkok,2024-10-20 08:55:00,Delayed
MU502,China Eastern,Shanghai,2024-10-20 09:12:00,Delayed
PR211,Philippine Airlines,Manila,2024-10-20 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-20 09:48:00,On Time
CA781,Air China,Beijing,2024-10-20 09:55:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-20 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-20 10:31:00,On Time
NH880,ANA,Tokyo,2024-10-20 11:19:00,On Time
KE601,Korean Air,Seoul,2024-10-20 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-10-20 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-20 13:32:00,Delayed
CX103,Cathay Pacific,Hong Kong,2024-10-20 15:50:00,On Time
QF1,Qantas,Singapore,2024-10-20 16:30:00,Delayed
QR007,Qatar Airways,Doha,2024-10-20 20:45:00,On Time
UA839,United Airlines,Los Angeles,2024-10-20 20:56:00,On Time
EK413,Emirates,Dubai,2024-10-20 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-21 07:25:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-21 07:55:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-21 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-10-21 08:56:00,Cancelled
MU502,China Eastern,Shanghai,2024-10-21 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-10-21 09:28:00,Cancelled
OZ602,Asiana Airlines,Seoul,2024-10-21 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-21 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-21 10:34:00,On Time
KE601,Korean Air,Seoul,2024-10-21 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-10-21 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-21 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-21 15:42:00,On Time
QF1,Qantas,Singapore,2024-10-21 16:25:00,On Time
QR007,Qatar Airways,Doha,2024-10-21 20:46:00,On Time
EK413,Emirates,Dubai,2024-10-21 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-22 07:30:00,On Time
TR13,Scoot,Singapore,2024-10-22 07:49:00,On Time
5J32,Cebu Pacific,Manila,2024-10-22 08:01:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-22 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-22 08:42:00,Delayed
MU502,China Eastern,Shanghai,2024-10-22 09:13:00,On Time
CA781,Air China,Beijing,2024-10-22 09:58:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-22 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-22 10:30:00,On Time
NH880,ANA,Tokyo,2024-10-22 11:17:00,Delayed
KE601,Korean Air,Seoul,2024-10-22 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-10-22 11:50:00,On Time
QF1,Qantas,Singapore,2024-10-22 16:35:00,On Time
UA839,United Airlines,Los Angeles,2024-10-22 21:02:00,Delayed
EK413,Emirates,Dubai,2024-10-22 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-23 07:27:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-10-23 07:57:00,Delayed
TG476,Thai Airways,Bangkok,2024-10-23 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-10-23 09:13:00,On Time
PR211,Philippine Airlines,Manila,2024-10-23 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-23 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-23 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-23 10:33:00,On Time
KE601,Korean Air,Seoul,2024-10-23 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-10-23 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-23 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-23 15:49:00,On Time
QF1,Qantas,Singapore,2024-10-23 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-10-23 20:50:00,On Time
EK413,Emirates,Dubai,2024-10-23 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-24 07:35:00,On Time
TR13,Scoot,Singapore,2024-10-24 07:50:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-24 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-24 08:41:00,On Time
TG476,Thai Airways,Bangkok,2024-10-24 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-10-24 09:13:00,On Time
CA781,Air China,Beijing,2024-10-24 10:00:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-24 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-24 10:30:00,On Time
NH880,ANA,Tokyo,2024-10-24 11:10:00,Delayed
KE601,Korean Air,Seoul,2024-10-24 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-10-24 11:56:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-10-24 13:30:00,On Time
QF1,Qantas,Singapore,2024-10-24 16:32:00,On Time
UA839,United Airlines,Los Angeles,2024-10-24 20:58:00,On Time
EK413,Emirates,Dubai,2024-10-24 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-25 07:27:00,Delayed
5J32,Cebu Pacific,Manila,2024-10-25 08:02:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-25 08:05:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-25 08:46:00,On Time
MU502,China Eastern,Shanghai,2024-10-25 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-10-25 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-25 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-25 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-25 10:29:00,On Time
KE601,Korean Air,Seoul,2024-10-25 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-10-25 11:56:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-25 15:46:00,On Time
QF1,Qantas,Singapore,2024-10-25 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-10-25 20:47:00,On Time
EK413,Emirates,Dubai,2024-10-25 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-26 07:30:00,On Time
TR13,Scoot,Singapore,2024-10-26 07:49:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-26 08:04:00,On Time
TG476,Thai Airways,Bangkok,2024-10-26 08:55:00,Delayed
MU502,China Eastern,Shanghai,2024-10-26 09:14:00,On Time
PR211,Philippine Airlines,Manila,2024-10-26 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-26 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-26 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-26 10:34:00,On Time
NH880,ANA,Tokyo,2024-10-26 11:18:00,On Time
KE601,Korean Air,Seoul,2024-10-26 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-10-26 11:50:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-26 13:28:00,On Time
QF1,Qantas,Singapore,2024-10-26 16:33:00,Cancelled
UA839,United Airlines,Los Angeles,2024-10-26 21:01:00,On Time
EK413,Emirates,Dubai,2024-10-26 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-27 07:31:00,Delayed
5J32,Cebu Pacific,Manila,2024-10-27 08:03:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-27 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-27 08:46:00,Delayed
TG476,Thai Airways,Bangkok,2024-10-27 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-10-27 09:15:00,Delayed
PR211,Philippine Airlines,Manila,2024-10-27 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-27 09:49:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-27 09:57:00,On Time
CA781,Air China,Beijing,2024-10-27 10:00:00,Cancelled
CX101,Cathay Pacific,Hong Kong,2024-10-27 10:34:00,On Time
NH880,ANA,Tokyo,2024-10-27 11:12:00,On Time
KE601,Korean Air,Seoul,2024-10-27 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-10-27 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-27 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-27 15:43:00,On Time
QF1,Qantas,Singapore,2024-10-27 16:35:00,On Time
QR007,Qatar Airways,Doha,2024-10-27 20:40:00,On Time
UA839,United Airlines,Los Angeles,2024-10-27 20:55:00,On Time
EK413,Emirates,Dubai,2024-10-27 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-28 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-10-28 08:01:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-28 08:49:00,On Time
TG476,Thai Airways,Bangkok,2024-10-28 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-10-28 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-10-28 09:27:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-28 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-28 09:57:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-28 10:26:00,On Time
KE601,Korean Air,Seoul,2024-10-28 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-10-28 11:59:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-28 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-28 15:49:00,On Time
QF1,Qantas,Singapore,2024-10-28 16:33:00,On Time
QR007,Qatar Airways,Doha,2024-10-28 20:47:00,On Time
EK413,Emirates,Dubai,2024-10-28 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-29 07:33:00,Delayed
TR13,Scoot,Singapore,2024-10-29 07:40:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-10-29 07:57:00,On Time
5J32,Cebu Pacific,Manila,2024-10-29 08:01:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-29 08:46:00,On Time
MU502,China Eastern,Shanghai,2024-10-29 09:10:00,Delayed
JL771,Japan Airlines,Tokyo,2024-10-29 09:55:00,On Time
CA781,Air China,Beijing,2024-10-29 09:57:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-10-29 10:31:00,On Time
NH880,ANA,Tokyo,2024-10-29 11:18:00,Delayed
KE601,Korean Air,Seoul,2024-10-29 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-10-29 11:59:00,Delayed
QF1,Qantas,Singapore,2024-10-29 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-10-29 20:55:00,On Time
EK413,Emirates,Dubai,2024-10-29 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-30 07:35:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-10-30 08:04:00,On Time
TG476,Thai Airways,Bangkok,2024-10-30 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-10-30 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-10-30 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-10-30 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-30 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-30 10:31:00,On Time
KE601,Korean Air,Seoul,2024-10-30 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-10-30 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-30 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-10-30 15:42:00,Delayed
QF1,Qantas,Singapore,2024-10-30 16:27:00,Delayed
QR007,Qatar Airways,Doha,2024-10-30 20:41:00,On Time
EK413,Emirates,Dubai,2024-10-30 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-10-31 07:27:00,On Time
TR13,Scoot,Singapore,2024-10-31 07:40:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-10-31 07:59:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-10-31 08:47:00,Delayed
TG476,Thai Airways,Bangkok,2024-10-31 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-10-31 09:12:00,Delayed
CA781,Air China,Beijing,2024-10-31 09:59:00,On Time
JL771,Japan Airlines,Tokyo,2024-10-31 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-10-31 10:32:00,On Time
NH880,ANA,Tokyo,2024-10-31 11:10:00,On Time
KE601,Korean Air,Seoul,2024-10-31 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-10-31 11:59:00,On Time
SQ213,Singapore Airlines,Singapore,2024-10-31 13:31:00,On Time
QF1,Qantas,Singapore,2024-10-31 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-10-31 20:56:00,Delayed
EK413,Emirates,Dubai,2024-10-31 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-01 07:32:00,On Time
SQ211,Singapore Airlines,Singapore,2024-11-01 08:04:00,Delayed
5J32,Cebu Pacific,Manila,2024-11-01 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-11-01 08:44:00,On Time
MU502,China Eastern,Shanghai,2024-11-01 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-11-01 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-11-01 09:42:00,On Time
JL771,Japan Airlines,Tokyo,2024-11-01 09:59:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-11-01 10:31:00,On Time
KE601,Korean Air,Seoul,2024-11-01 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-11-01 11:56:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-11-01 15:45:00,On Time
QF1,Qantas,Singapore,2024-11-01 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-11-01 20:42:00,On Time
EK413,Emirates,Dubai,2024-11-01 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-02 07:26:00,On Time
TR13,Scoot,Singapore,2024-11-02 07:48:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-11-02 08:04:00,On Time
TG476,Thai Airways,Bangkok,2024-11-02 08:56:00,On Time
MU502,China Eastern,Shanghai,2024-11-02 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-11-02 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-11-02 09:43:00,Delayed
JL771,Japan Airlines,Tokyo,2024-11-02 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-11-02 10:33:00,On Time
NH880,ANA,Tokyo,2024-11-02 11:10:00,On Time
KE601,Korean Air,Seoul,2024-11-02 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-11-02 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-11-02 13:29:00,On Time
QF1,Qantas,Singapore,2024-11-02 16:27:00,Delayed
UA839,United Airlines,Los Angeles,2024-11-02 20:57:00,On Time
EK413,Emirates,Dubai,2024-11-02 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-03 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-11-03 07:57:00,On Time
5J32,Cebu Pacific,Manila,2024-11-03 07:59:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-11-03 08:50:00,On Time
TG476,Thai Airways,Bangkok,2024-11-03 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-11-03 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-11-03 09:29:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-11-03 09:44:00,Delayed
CA781,Air China,Beijing,2024-11-03 10:04:00,On Time
JL771,Japan Airlines,Tokyo,2024-11-03 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-11-03 10:32:00,On Time
NH880,ANA,Tokyo,2024-11-03 11:13:00,On Time
KE601,Korean Air,Seoul,2024-11-03 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-11-03 11:55:00,On Time
SQ213,Singapore Airlines,Singapore,2024-11-03 13:34:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-11-03 15:46:00,On Time
QF1,Qantas,Singapore,2024-11-03 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-11-03 20:42:00,On Time
UA839,United Airlines,Los Angeles,2024-11-03 21:05:00,Delayed
EK413,Emirates,Dubai,2024-11-03 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-04 07:25:00,On Time
SQ211,Singapore Airlines,Singapore,2024-11-04 07:58:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-11-04 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-11-04 08:56:00,On Time
MU502,China Eastern,Shanghai,2024-11-04 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-11-04 09:33:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-11-04 09:44:00,On Time
JL771,Japan Airlines,Tokyo,2024-11-04 09:57:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-11-04 10:28:00,On Time
KE601,Korean Air,Seoul,2024-11-04 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-11-04 11:54:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-11-04 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-11-04 15:40:00,Delayed
QF1,Qantas,Singapore,2024-11-04 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-11-04 20:43:00,On Time
EK413,Emirates,Dubai,2024-11-04 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-05 07:27:00,On Time
TR13,Scoot,Singapore,2024-11-05 07:47:00,On Time
5J32,Cebu Pacific,Manila,2024-11-05 07:55:00,On Time
SQ211,Singapore Airlines,Singapore,2024-11-05 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-11-05 08:41:00,On Time
MU502,China Eastern,Shanghai,2024-11-05 09:15:00,On Time
CA781,Air China,Beijing,2024-11-05 10:03:00,On Time
JL771,Japan Airlines,Tokyo,2024-11-05 10:03:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-11-05 10:33:00,On Time
NH880,ANA,Tokyo,2024-11-05 11:18:00,On Time
KE601,Korean Air,Seoul,2024-11-05 11:30:00,Delayed
QF7,Qantas,Los Angeles,2024-11-05 11:53:00,On Time
QF1,Qantas,Singapore,2024-11-05 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-11-05 20:55:00,Delayed
EK413,Emirates,Dubai,2024-11-05 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-06 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-11-06 08:02:00,On Time
TG476,Thai Airways,Bangkok,2024-11-06 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-11-06 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-11-06 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-11-06 09:40:00,Delayed
JL771,Japan Airlines,Tokyo,2024-11-06 10:05:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-11-06 10:28:00,On Time
KE601,Korean Air,Seoul,2024-11-06 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-11-06 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-11-06 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-11-06 15:40:00,On Time
QF1,Qantas,Singapore,2024-11-06 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-11-06 20:41:00,On Time
EK413,Emirates,Dubai,2024-11-06 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-11-07 07:26:00,On Time
TR13,Scoot,Singapore,2024-11-07 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-11-07 08:03:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-11-07 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-11-07 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-11-07 09:11:00,On Time
CA781,Air China,Beijing,2024-11-07 10:02:00,Delayed
JL771,Japan Airlines,Tokyo,2024-11-07 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-11-07 10:29:00,On Time
NH880,ANA,Tokyo,2024-11-07 11:18:00,Delayed
KE601,Korean Air,Seoul,2024-11-07 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-11-07 11:58:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-11-07 13:34:00,Delayed
QF1,Qantas,Singapore,2024-11-07 16:27:00,On Time
