flight_id,flight_no,airline,destination,departure_time,flight_status
FL-4303,CX101,Cathay Pacific,Hong Kong,2024-09-23 10:28:00,On Time
FL-4304,KE601,Korean Air,Seoul,2024-09-23 11:29:00,On Time
FL-4305,QF7,Qantas,Los Angeles,2024-09-23 11:56:00,On Time
FL-4306,SQ213,Singapore Airlines,Singapore,2024-09-23 13:31:00,On Time
FL-4307,CX103,Cathay Pacific,Hong Kong,2024-09-23 15:44:00,On Time
FL-4308,QF1,Qantas,Singapore,2024-09-23 16:33:00,On Time
FL-4309,QR007,Qatar Airways,Doha,2024-09-23 20:48:00,On Time
FL-4310,EK413,Emirates,Dubai,2024-09-23 21:07:00,On Time
FL-4311,GA715,Garuda Indonesia,Bali,2024-09-24 07:31:00,On Time
FL-4312,TR13,Scoot,Singapore,2024-09-24 07:41:00,Delayed
FL-4313,SQ211,Singapore Airlines,Singapore,2024-09-24 07:58:00,On Time
FL-4314,5J32,Cebu Pacific,Manila,2024-09-24 08:03:00,On Time
FL-4315,MH122,Malaysia Airlines,Kuala Lumpur,2024-09-24 08:49:00,On Time
FL-4316,MU502,China Eastern,Shanghai,2024-09-24 09:11:00,On Time
FL-4317,JL771,Japan Airlines,Tokyo,2024-09-24 09:56:00,On Time
FL-4318,CA781,Air China,Beijing,2024-09-24 10:05:00,On Time
FL-4319,CX101,Cathay Pacific,Hong Kong,2024-09-24 10:33:00,Delayed
FL-4320,NH880,ANA,Tokyo,2024-09-24 11:18:00,On Time
FL-4321,KE601,Korean Air,Seoul,2024-09-24 11:35:00,On Time
FL-4322,QF7,Qantas,Los Angeles,2024-09-24 11:55:00,On Time
FL-4323,QF1,Qantas,Singapore,2024-09-24 16:26:00,On Time
FL-4324,UA839,United Airlines,Los Angeles,2024-09-24 20:55:00,On Time
FL-4325,EK413,Emirates,Dubai,2024-09-24 21:06:00,On Time
FL-4326,GA715,Garuda Indonesia,Bali,2024-09-25 07:30:00,On Time
FL-4327,SQ211,Singapore Airlines,Singapore,2024-09-25 08:05:00,On Time
FL-4328,TG476,Thai Airways,Bangkok,2024-09-25 09:01:00,Delayed
FL-4329,MU502,China Eastern,Shanghai,2024-09-25 09:20:00,On Time
FL-4330,PR211,Philippine Airlines,Manila,2024-09-25 09:26:00,Delayed
FL-4331,OZ602,Asiana Airlines,Seoul,2024-09-25 09:42:00,On Time
FL-4332,JL771,Japan Airlines,Tokyo,2024-09-25 09:56:00,On Time
FL-4333,CX101,Cathay Pacific,Hong Kong,2024-09-25 10:25:00,Delayed
FL-4334,KE601,Korean Air,Seoul,2024-09-25 11:27:00,On Time
FL-4335,QF7,Qantas,Los Angeles,2024-09-25 11:59:00,On Time
FL-4336,SQ213,Singapore Airlines,Singapore,2024-09-25 13:28:00,On Time
FL-4337,CX103,Cathay Pacific,Hong Kong,2024-09-25 15:46:00,On Time
FL-4338,QF1,Qantas,Singapore,2024-09-25 16:26:00,On Time
FL-4339,QR007,Qatar Airways,Doha,2024-09-25 20:43:00,On Time
FL-4340,EK413,Emirates,Dubai,2024-09-25 21:12:00,On Time
FL-4341,GA715,Garuda Indonesia,Bali,2024-09-26 07:31:00,On Time
FL-4342,TR13,Scoot,Singapore,2024-09-26 07:41:00,On Time
FL-4343,SQ211,Singapore Airlines,Singapore,2024-09-26 07:58:00,Delayed
FL-4344,MH122,Malaysia Airlines,Kuala Lumpur,2024-09-26 08:48:00,Delayed
FL-4345,TG476,Thai Airways,Bangkok,2024-09-26 09:00:00,On Time
FL-4346,MU502,China Eastern,Shanghai,2024-09-26 09:19:00,On Time
FL-4347,CA781,Air China,Beijing,2024-09-26 09:58:00,On Time
FL-4348,JL771,Japan Airlines,Tokyo,2024-09-26 10:01:00,On Time
FL-4349,CX101,Cathay Pacific,Hong Kong,2024-09-26 10:32:00,Delayed
FL-4350,NH880,ANA,Tokyo,2024-09-26 11:15:00,On Time
FL-4351,KE601,Korean Air,Seoul,2024-09-26 11:32:00,On Time
FL-4352,QF7,Qantas,Los Angeles,2024-09-26 11:57:00,On Time
FL-4353,SQ213,Singapore Airlines,Singapore,2024-09-26 13:31:00,On Time
FL-4354,QF1,Qantas,Singapore,2024-09-26 16:30:00,On Time
FL-4355,UA839,United Airlines,Los Angeles,2024-09-26 20:56:00,On Time
FL-4356,EK413,Emirates,Dubai,2024-09-26 21:08:00,On Time
FL-4357,GA715,Garuda Indonesia,Bali,2024-09-27 07:32:00,On Time
FL-4358,SQ211,Singapore Airlines,Singapore,2024-09-27 07:59:00,On Time
FL-4359,5J32,Cebu Pacific,Manila,2024-09-27 08:04:00,On Time
FL-4360,MH122,Malaysia Airlines,Kuala Lumpur,2024-09-27 08:50:00,Delayed
FL-4361,MU502,China Eastern,Shanghai,2024-09-27 09:18:00,On Time
FL-4362,PR211,Philippine Airlines,Manila,2024-09-27 09:32:00,On Time
FL-4363,OZ602,Asiana Airlines,Seoul,2024-09-27 09:43:00,On Time
FL-4364,JL771,Japan Airlines,Tokyo,2024-09-27 09:55:00,On Time
FL-4365,CX101,Cathay Pacific,Hong Kong,2024-09-27 10:29:00,On Time
FL-4366,KE601,Korean Air,Seoul,2024-09-27 11:28:00,On Time
FL-4367,QF7,Qantas,Los Angeles,2024-09-27 11:54:00,On Time
FL-4368,CX103,Cathay Pacific,Hong Kong,2024-09-27 15:43:00,On Time
FL-4369,QF1,Qantas,Singapore,2024-09-27 16:29:00,On Time
FL-4370,QR007,Qatar Airways,Doha,2024-09-27 20:45:00,On Time
FL-4371,EK413,Emirates,Dubai,2024-09-27 21:09:00,On Time
FL-4372,GA715,Garuda Indonesia,Bali,2024-09-28 07:35:00,On Time
FL-4373,TR13,Scoot,Singapore,2024-09-28 07:45:00,On Time
FL-4374,SQ211,Singapore Airlines,Singapore,2024-09-28 08:02:00,Delayed
FL-4375,TG476,Thai Airways,Bangkok,2024-09-28 08:58:00,On Time
FL-4376,MU502,China Eastern,Shanghai,2024-09-28 09:17:00,On Time
FL-4377,PR211,Philippine Airlines,Manila,2024-09-28 09:26:00,On Time
FL-4378,OZ602,Asiana Airlines,Seoul,2024-09-28 09:41:00,On Time
FL-4379,JL771,Japan Airlines,Tokyo,2024-09-28 10:00:00,Delayed
FL-4380,CX101,Cathay Pacific,Hong Kong,2024-09-28 10:26:00,On Time
FL-4381,NH880,ANA,Tokyo,2024-09-28 11:18:00,On Time
FL-4382,KE601,Korean Air,Seoul,2024-09-28 11:33:00,On Time
FL-4383,QF7,Qantas,Los Angeles,2024-09-28 11:56:00,On Time
FL-4384,SQ213,Singapore Airlines,Singapore,2024-09-28 13:29:00,On Time
FL-4385,QF1,Qantas,Singapore,2024-09-28 16:25:00,On Time
FL-4386,UA839,United Airlines,Los Angeles,2024-09-28 21:01:00,On Time
FL-4387,EK413,Emirates,Dubai,2024-09-28 21:15:00,On Time
FL-4388,GA715,Garuda Indonesia,Bali,2024-09-29 07:25:00,Delayed
FL-4389,SQ211,Singapore Airlines,Singapore,2024-09-29 08:00:00,On Time
FL-4390,5J32,Cebu Pacific,Manila,2024-09-29 08:01:00,On Time
FL-4391,MH122,Malaysia Airlines,Kuala Lumpur,2024-09-29 08:45:00,On Time
FL-4392,TG476,Thai Airways,Bangkok,2024-09-29 08:57:00,Delayed
FL-4393,MU502,China Eastern,Shanghai,2024-09-29 09:17:00,On Time
FL-4394,PR211,Philippine Airlines,Manila,2024-09-29 09:34:00,Delayed
FL-4395,OZ602,Asiana Airlines,Seoul,2024-09-29 09:50:00,On Time
FL-4396,CA781,Air China,Beijing,2024-09-29 09:59:00,On Time
FL-4397,JL771,Japan Airlines,Tokyo,2024-09-29 10:05:00,On Time
FL-4398,CX101,Cathay Pacific,Hong Kong,2024-09-29 10:28:00,On Time
FL-4399,NH880,ANA,Tokyo,2024-09-29 11:11:00,On Time
FL-4400,KE601,Korean Air,Seoul,2024-09-29 11:30:00,On Time
FL-4401,QF7,Qantas,Los Angeles,2024-09-29 11:56:00,On Time
FL-4402,SQ213,Singapore Airlines,Singapore,2024-09-29 13:27:00,On Time
FL-4403,CX103,Cathay Pacific,Hong Kong,2024-09-29 15:44:00,On Time
FL-4404,QF1,Qantas,Singapore,2024-09-29 16:32:00,On Time
FL-4405,QR007,Qatar Airways,Doha,2024-09-29 20:43:00,On Time
FL-4406,UA839,United Airlines,Los Angeles,2024-09-29 21:05:00,On Time
FL-4407,EK413,Emirates,Dubai,2024-09-29 21:08:00,Delayed
FL-4408,GA715,Garuda Indonesia,Bali,2024-09-30 07:35:00,On Time
FL-4409,SQ211,Singapore Airlines,Singapore,2024-09-30 07:55:00,Delayed
FL-4410,MH122,Malaysia Airlines,Kuala Lumpur,2024-09-30 08:43:00,On Time
FL-4411,TG476,Thai Airways,Bangkok,2024-09-30 09:03:00,On Time
FL-4412,MU502,China Eastern,Shanghai,2024-09-30 09:20:00,On Time
FL-4413,PR211,Philippine Airlines,Manila,2024-09-30 09:29:00,On Time
FL-4414,OZ602,Asiana Airlines,Seoul,2024-09-30 09:41:00,On Time
FL-4415,JL771,Japan Airlines,Tokyo,2024-09-30 09:56:00,On Time
FL-4416,CX101,Cathay Pacific,Hong Kong,2024-09-30 10:29:00,On Time
FL-4417,KE601,Korean Air,Seoul,2024-09-30 11:28:00,On Time
FL-4418,QF7,Qantas,Los Angeles,2024-09-30 12:00:00,On Time
FL-4419,SQ213,Singapore Airlines,Singapore,2024-09-30 13:28:00,On Time
FL-4420,CX103,Cathay Pacific,Hong Kong,2024-09-30 15:41:00,On Time
FL-4421,QF1,Qantas,Singapore,2024-09-30 16:32:00,On Time
FL-4422,QR007,Qatar Airways,Doha,2024-09-30 20:40:00,On Time
FL-4423,EK413,Emirates,Dubai,2024-09-30 21:07:00,On Time
FL-4424,GA715,Garuda Indonesia,Bali,2024-10-01 07:32:00,On Time
FL-4425,TR13,Scoot,Singapore,2024-10-01 07:48:00,On Time
FL-4426,5J32,Cebu Pacific,Manila,2024-10-01 07:59:00,On Time
FL-4427,SQ211,Singapore Airlines,Singapore,2024-10-01 08:05:00,On Time
FL-4428,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-01 08:48:00,On Time
FL-4429,MU502,China Eastern,Shanghai,2024-10-01 09:16:00,On Time
FL-4430,CA781,Air China,Beijing,2024-10-01 09:56:00,On Time
FL-4431,JL771,Japan Airlines,Tokyo,2024-10-01 10:02:00,On Time
FL-4432,CX101,Cathay Pacific,Hong Kong,2024-10-01 10:31:00,On Time
FL-4433,NH880,ANA,Tokyo,2024-10-01 11:18:00,On Time
FL-4434,KE601,Korean Air,Seoul,2024-10-01 11:33:00,Delayed
FL-4435,QF7,Qantas,Los Angeles,2024-10-01 11:51:00,On Time
FL-4436,QF1,Qantas,Singapore,2024-10-01 16:30:00,On Time
FL-4437,UA839,United Airlines,Los Angeles,2024-10-01 21:04:00,On Time
FL-4438,EK413,Emirates,Dubai,2024-10-01 21:14:00,On Time
FL-4439,GA715,Garuda Indonesia,Bali,2024-10-02 07:31:00,On Time
FL-4440,SQ211,Singapore Airlines,Singapore,2024-10-02 08:00:00,On Time
FL-4441,TG476,Thai Airways,Bangkok,2024-10-02 09:02:00,On Time
FL-4442,MU502,China Eastern,Shanghai,2024-10-02 09:19:00,On Time
FL-4443,PR211,Philippine Airlines,Manila,2024-10-02 09:28:00,Delayed
FL-4444,OZ602,Asiana Airlines,Seoul,2024-10-02 09:42:00,On Time
FL-4445,JL771,Japan Airlines,Tokyo,2024-10-02 10:05:00,On Time
FL-4446,CX101,Cathay Pacific,Hong Kong,2024-10-02 10:34:00,On Time
FL-4447,KE601,Korean Air,Seoul,2024-10-02 11:31:00,On Time
FL-4448,QF7,Qantas,Los Angeles,2024-10-02 11:52:00,On Time
FL-4449,SQ213,Singapore Airlines,Singapore,2024-10-02 13:33:00,Delayed
FL-4450,CX103,Cathay Pacific,Hong Kong,2024-10-02 15:46:00,On Time
FL-4451,QF1,Qantas,Singapore,2024-10-02 16:31:00,On Time
FL-4452,QR007,Qatar Airways,Doha,2024-10-02 20:49:00,On Time
FL-4453,EK413,Emirates,Dubai,2024-10-02 21:15:00,Cancelled
FL-4454,GA715,Garuda Indonesia,Bali,2024-10-03 07:27:00,On Time
FL-4455,TR13,Scoot,Singapore,2024-10-03 07:46:00,On Time
FL-4456,SQ211,Singapore Airlines,Singapore,2024-10-03 07:59:00,On Time
FL-4457,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-03 08:41:00,Cancelled
FL-4458,TG476,Thai Airways,Bangkok,2024-10-03 08:58:00,On Time
FL-4459,MU502,China Eastern,Shanghai,2024-10-03 09:16:00,Delayed
FL-4460,CA781,Air China,Beijing,2024-10-03 10:00:00,On Time
FL-4461,JL771,Japan Airlines,Tokyo,2024-10-03 10:00:00,Delayed
FL-4462,CX101,Cathay Pacific,Hong Kong,2024-10-03 10:28:00,On Time
FL-4463,NH880,ANA,Tokyo,2024-10-03 11:14:00,On Time
FL-4464,KE601,Korean Air,Seoul,2024-10-03 11:28:00,Cancelled
FL-4465,QF7,Qantas,Los Angeles,2024-10-03 11:53:00,On Time
FL-4466,SQ213,Singapore Airlines,Singapore,2024-10-03 13:25:00,On Time
FL-4467,QF1,Qantas,Singapore,2024-10-03 16:29:00,On Time
FL-4468,UA839,United Airlines,Los Angeles,2024-10-03 21:05:00,On Time
FL-4469,EK413,Emirates,Dubai,2024-10-03 21:12:00,On Time
FL-4470,GA715,Garuda Indonesia,Bali,2024-10-04 07:34:00,On Time
FL-4471,SQ211,Singapore Airlines,Singapore,2024-10-04 07:59:00,On Time
FL-4472,5J32,Cebu Pacific,Manila,2024-10-04 08:01:00,On Time
FL-4473,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-04 08:46:00,On Time
FL-4474,MU502,China Eastern,Shanghai,2024-10-04 09:18:00,On Time
FL-4475,PR211,Philippine Airlines,Manila,2024-10-04 09:28:00,On Time
FL-4476,OZ602,Asiana Airlines,Seoul,2024-10-04 09:42:00,On Time
FL-4477,JL771,Japan Airlines,Tokyo,2024-10-04 10:04:00,On Time
FL-4478,CX101,Cathay Pacific,Hong Kong,2024-10-04 10:31:00,Delayed
FL-4479,KE601,Korean Air,Seoul,2024-10-04 11:35:00,On Time
FL-4480,QF7,Qantas,Los Angeles,2024-10-04 12:00:00,On Time
FL-4481,CX103,Cathay Pacific,Hong Kong,2024-10-04 15:41:00,Cancelled
FL-4482,QF1,Qantas,Singapore,2024-10-04 16:32:00,On Time
FL-4483,QR007,Qatar Airways,Doha,2024-10-04 20:43:00,On Time
FL-4484,EK413,Emirates,Dubai,2024-10-04 21:06:00,Delayed
FL-4485,GA715,Garuda Indonesia,Bali,2024-10-05 07:25:00,On Time
FL-4486,TR13,Scoot,Singapore,2024-10-05 07:49:00,On Time
FL-4487,SQ211,Singapore Airlines,Singapore,2024-10-05 08:03:00,On Time
FL-4488,TG476,Thai Airways,Bangkok,2024-10-05 08:56:00,On Time
FL-4489,MU502,China Eastern,Shanghai,2024-10-05 09:13:00,Cancelled
FL-4490,PR211,Philippine Airlines,Manila,2024-10-05 09:30:00,On Time
FL-4491,OZ602,Asiana Airlines,Seoul,2024-10-05 09:43:00,Delayed
FL-4492,JL771,Japan Airlines,Tokyo,2024-10-05 10:03:00,On Time
FL-4493,CX101,Cathay Pacific,Hong Kong,2024-10-05 10:26:00,Cancelled
FL-4494,NH880,ANA,Tokyo,2024-10-05 11:20:00,Delayed
FL-4495,KE601,Korean Air,Seoul,2024-10-05 11:26:00,On Time
FL-4496,QF7,Qantas,Los Angeles,2024-10-05 11:50:00,Delayed
FL-4497,SQ213,Singapore Airlines,Singapore,2024-10-05 13:35:00,On Time
FL-4498,QF1,Qantas,Singapore,2024-10-05 16:30:00,On Time
FL-4499,UA839,United Airlines,Los Angeles,2024-10-05 20:59:00,On Time
FL-4500,EK413,Emirates,Dubai,2024-10-05 21:05:00,On Time
FL-4501,GA715,Garuda Indonesia,Bali,2024-10-06 07:35:00,On Time
FL-4502,5J32,Cebu Pacific,Manila,2024-10-06 08:01:00,On Time
FL-4503,SQ211,Singapore Airlines,Singapore,2024-10-06 08:05:00,On Time
FL-4504,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-06 08:41:00,On Time
FL-4505,TG476,Thai Airways,Bangkok,2024-10-06 09:02:00,On Time
FL-4506,MU502,China Eastern,Shanghai,2024-10-06 09:14:00,On Time
FL-4507,PR211,Philippine Airlines,Manila,2024-10-06 09:32:00,Delayed
FL-4508,OZ602,Asiana Airlines,Seoul,2024-10-06 09:43:00,On Time
FL-4509,CA781,Air China,Beijing,2024-10-06 09:58:00,On Time
FL-4510,JL771,Japan Airlines,Tokyo,2024-10-06 10:05:00,On Time
FL-4511,CX101,Cathay Pacific,Hong Kong,2024-10-06 10:35:00,On Time
FL-4512,NH880,ANA,Tokyo,2024-10-06 11:11:00,On Time
FL-4513,KE601,Korean Air,Seoul,2024-10-06 11:28:00,On Time
FL-4514,QF7,Qantas,Los Angeles,2024-10-06 11:51:00,On Time
FL-4515,SQ213,Singapore Airlines,Singapore,2024-10-06 13:33:00,On Time
FL-4516,CX103,Cathay Pacific,Hong Kong,2024-10-06 15:43:00,On Time
FL-4517,QF1,Qantas,Singapore,2024-10-06 16:29:00,On Time
FL-4518,QR007,Qatar Airways,Doha,2024-10-06 20:41:00,On Time
FL-4519,UA839,United Airlines,Los Angeles,2024-10-06 21:02:00,Delayed
FL-4520,EK413,Emirates,Dubai,2024-10-06 21:15:00,On Time
FL-4521,GA715,Garuda Indonesia,Bali,2024-10-07 07:35:00,On Time
FL-4522,SQ211,Singapore Airlines,Singapore,2024-10-07 07:58:00,On Time
FL-4523,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-07 08:41:00,On Time
FL-4524,TG476,Thai Airways,Bangkok,2024-10-07 09:01:00,On Time
FL-4525,MU502,China Eastern,Shanghai,2024-10-07 09:11:00,Delayed
FL-4526,PR211,Philippine Airlines,Manila,2024-10-07 09:29:00,On Time
FL-4527,OZ602,Asiana Airlines,Seoul,2024-10-07 09:47:00,On Time
FL-4528,JL771,Japan Airlines,Tokyo,2024-10-07 10:01:00,On Time
FL-4529,CX101,Cathay Pacific,Hong Kong,2024-10-07 10:33:00,On Time
FL-4530,KE601,Korean Air,Seoul,2024-10-07 11:30:00,Cancelled
FL-4531,QF7,Qantas,Los Angeles,2024-10-07 11:50:00,Cancelled
FL-4532,SQ213,Singapore Airlines,Singapore,2024-10-07 13:35:00,On Time
FL-4533,CX103,Cathay Pacific,Hong Kong,2024-10-07 15:41:00,On Time
FL-4534,QF1,Qantas,Singapore,2024-10-07 16:34:00,On Time
FL-4535,QR007,Qatar Airways,Doha,2024-10-07 20:44:00,On Time
FL-4536,EK413,Emirates,Dubai,2024-10-07 21:07:00,On Time
FL-4537,GA715,Garuda Indonesia,Bali,2024-10-08 07:34:00,Delayed
FL-4538,TR13,Scoot,Singapore,2024-10-08 07:50:00,Delayed
FL-4539,SQ211,Singapore Airlines,Singapore,2024-10-08 08:02:00,On Time
FL-4540,5J32,Cebu Pacific,Manila,2024-10-08 08:02:00,On Time
FL-4541,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-08 08:41:00,On Time
FL-4542,MU502,China Eastern,Shanghai,2024-10-08 09:18:00,Delayed
FL-4543,JL771,Japan Airlines,Tokyo,2024-10-08 09:58:00,On Time
FL-4544,CA781,Air China,Beijing,2024-10-08 10:01:00,On Time
FL-4545,CX101,Cathay Pacific,Hong Kong,2024-10-08 10:30:00,Delayed
FL-4546,NH880,ANA,Tokyo,2024-10-08 11:15:00,On Time
FL-4547,KE601,Korean Air,Seoul,2024-10-08 11:31:00,On Time
FL-4548,QF7,Qantas,Los Angeles,2024-10-08 11:57:00,On Time
FL-4549,QF1,Qantas,Singapore,2024-10-08 16:35:00,Delayed
FL-4550,UA839,United Airlines,Los Angeles,2024-10-08 21:02:00,On Time
FL-4551,EK413,Emirates,Dubai,2024-10-08 21:06:00,On Time
FL-4552,GA715,Garuda Indonesia,Bali,2024-10-09 07:31:00,Cancelled
FL-4553,SQ211,Singapore Airlines,Singapore,2024-10-09 07:55:00,On Time
FL-4554,TG476,Thai Airways,Bangkok,2024-10-09 09:05:00,On Time
FL-4555,MU502,China Eastern,Shanghai,2024-10-09 09:16:00,On Time
FL-4556,PR211,Philippine Airlines,Manila,2024-10-09 09:33:00,On Time
FL-4557,OZ602,Asiana Airlines,Seoul,2024-10-09 09:42:00,On Time
FL-4558,JL771,Japan Airlines,Tokyo,2024-10-09 09:59:00,Delayed
FL-4559,CX101,Cathay Pacific,Hong Kong,2024-10-09 10:25:00,On Time
FL-4560,KE601,Korean Air,Seoul,2024-10-09 11:29:00,On Time
FL-4561,QF7,Qantas,Los Angeles,2024-10-09 11:51:00,On Time
FL-4562,SQ213,Singapore Airlines,Singapore,2024-10-09 13:25:00,On Time
FL-4563,CX103,Cathay Pacific,Hong Kong,2024-10-09 15:50:00,On Time
FL-4564,QF1,Qantas,Singapore,2024-10-09 16:29:00,On Time
FL-4565,QR007,Qatar Airways,Doha,2024-10-09 20:44:00,On Time
FL-4566,EK413,Emirates,Dubai,2024-10-09 21:10:00,On Time
FL-4567,GA715,Garuda Indonesia,Bali,2024-10-10 07:28:00,On Time
FL-4568,TR13,Scoot,Singapore,2024-10-10 07:46:00,On Time
FL-4569,SQ211,Singapore Airlines,Singapore,2024-10-10 07:55:00,On Time
FL-4570,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-10 08:46:00,On Time
FL-4571,TG476,Thai Airways,Bangkok,2024-10-10 08:55:00,On Time
FL-4572,MU502,China Eastern,Shanghai,2024-10-10 09:20:00,On Time
FL-4573,CA781,Air China,Beijing,2024-10-10 09:59:00,On Time
FL-4574,JL771,Japan Airlines,Tokyo,2024-10-10 09:59:00,On Time
FL-4575,CX101,Cathay Pacific,Hong Kong,2024-10-10 10:33:00,On Time
FL-4576,NH880,ANA,Tokyo,2024-10-10 11:13:00,On Time
FL-4577,KE601,Korean Air,Seoul,2024-10-10 11:33:00,On Time
FL-4578,QF7,Qantas,Los Angeles,2024-10-10 11:54:00,On Time
FL-4579,SQ213,Singapore Airlines,Singapore,2024-10-10 13:34:00,On Time
FL-4580,QF1,Qantas,Singapore,2024-10-10 16:30:00,Delayed
FL-4581,UA839,United Airlines,Los Angeles,2024-10-10 21:01:00,Delayed
FL-4582,EK413,Emirates,Dubai,2024-10-10 21:12:00,On Time
FL-4583,GA715,Garuda Indonesia,Bali,2024-10-11 07:30:00,On Time
FL-4584,5J32,Cebu Pacific,Manila,2024-10-11 07:57:00,On Time
FL-4585,SQ211,Singapore Airlines,Singapore,2024-10-11 08:02:00,On Time
FL-4586,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-11 08:44:00,On Time
FL-4587,MU502,China Eastern,Shanghai,2024-10-11 09:16:00,On Time
FL-4588,PR211,Philippine Airlines,Manila,2024-10-11 09:29:00,On Time
FL-4589,OZ602,Asiana Airlines,Seoul,2024-10-11 09:41:00,On Time
FL-4590,JL771,Japan Airlines,Tokyo,2024-10-11 09:57:00,On Time
FL-4591,CX101,Cathay Pacific,Hong Kong,2024-10-11 10:28:00,On Time
FL-4592,KE601,Korean Air,Seoul,2024-10-11 11:25:00,Delayed
FL-4593,QF7,Qantas,Los Angeles,2024-10-11 11:53:00,On Time
FL-4594,CX103,Cathay Pacific,Hong Kong,2024-10-11 15:42:00,On Time
FL-4595,QF1,Qantas,Singapore,2024-10-11 16:25:00,On Time
FL-4596,QR007,Qatar Airways,Doha,2024-10-11 20:50:00,On Time
FL-4597,EK413,Emirates,Dubai,2024-10-11 21:10:00,On Time
FL-4598,GA715,Garuda Indonesia,Bali,2024-10-12 07:33:00,On Time
FL-4599,TR13,Scoot,Singapore,2024-10-12 07:41:00,On Time
FL-4600,SQ211,Singapore Airlines,Singapore,2024-10-12 08:05:00,Delayed
FL-4601,TG476,Thai Airways,Bangkok,2024-10-12 09:03:00,On Time
FL-4602,MU502,China Eastern,Shanghai,2024-10-12 09:16:00,On Time
FL-4603,PR211,Philippine Airlines,Manila,2024-10-12 09:27:00,On Time
FL-4604,OZ602,Asiana Airlines,Seoul,2024-10-12 09:44:00,On Time
FL-4605,JL771,Japan Airlines,Tokyo,2024-10-12 10:01:00,On Time
FL-4606,CX101,Cathay Pacific,Hong Kong,2024-10-12 10:34:00,On Time
FL-4607,NH880,ANA,Tokyo,2024-10-12 11:18:00,On Time
FL-4608,KE601,Korean Air,Seoul,2024-10-12 11:27:00,On Time
FL-4609,QF7,Qantas,Los Angeles,2024-10-12 11:59:00,On Time
FL-4610,SQ213,Singapore Airlines,Singapore,2024-10-12 13:25:00,On Time
FL-4611,QF1,Qantas,Singapore,2024-10-12 16:31:00,On Time
FL-4612,UA839,United Airlines,Los Angeles,2024-10-12 21:04:00,On Time
FL-4613,EK413,Emirates,Dubai,2024-10-12 21:15:00,On Time
FL-4614,GA715,Garuda Indonesia,Bali,2024-10-13 07:31:00,On Time
FL-4615,SQ211,Singapore Airlines,Singapore,2024-10-13 08:01:00,On Time
FL-4616,5J32,Cebu Pacific,Manila,2024-10-13 08:02:00,On Time
FL-4617,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-13 08:46:00,Delayed
FL-4618,TG476,Thai Airways,Bangkok,2024-10-13 08:56:00,Delayed
FL-4619,MU502,China Eastern,Shanghai,2024-10-13 09:20:00,On Time
FL-4620,PR211,Philippine Airlines,Manila,2024-10-13 09:33:00,On Time
FL-4621,OZ602,Asiana Airlines,Seoul,2024-10-13 09:43:00,On Time
FL-4622,JL771,Japan Airlines,Tokyo,2024-10-13 10:01:00,On Time
FL-4623,CA781,Air China,Beijing,2024-10-13 10:04:00,On Time
FL-4624,CX101,Cathay Pacific,Hong Kong,2024-10-13 10:34:00,On Time
FL-4625,NH880,ANA,Tokyo,2024-10-13 11:13:00,On Time
FL-4626,KE601,Korean Air,Seoul,2024-10-13 11:28:00,On Time
FL-4627,QF7,Qantas,Los Angeles,2024-10-13 12:00:00,On Time
FL-4628,SQ213,Singapore Airlines,Singapore,2024-10-13 13:33:00,On Time
FL-4629,CX103,Cathay Pacific,Hong Kong,2024-10-13 15:43:00,On Time
FL-4630,QF1,Qantas,Singapore,2024-10-13 16:27:00,On Time
FL-4631,QR007,Qatar Airways,Doha,2024-10-13 20:50:00,On Time
FL-4632,UA839,United Airlines,Los Angeles,2024-10-13 21:02:00,On Time
FL-4633,EK413,Emirates,Dubai,2024-10-13 21:05:00,On Time
FL-4634,GA715,Garuda Indonesia,Bali,2024-10-14 07:32:00,On Time
FL-4635,SQ211,Singapore Airlines,Singapore,2024-10-14 08:05:00,On Time
FL-4636,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-14 08:49:00,On Time
FL-4637,TG476,Thai Airways,Bangkok,2024-10-14 08:55:00,On Time
FL-4638,MU502,China Eastern,Shanghai,2024-10-14 09:11:00,On Time
FL-4639,PR211,Philippine Airlines,Manila,2024-10-14 09:27:00,On Time
FL-4640,OZ602,Asiana Airlines,Seoul,2024-10-14 09:48:00,On Time
FL-4641,JL771,Japan Airlines,Tokyo,2024-10-14 10:04:00,On Time
FL-4642,CX101,Cathay Pacific,Hong Kong,2024-10-14 10:32:00,On Time
FL-4643,KE601,Korean Air,Seoul,2024-10-14 11:33:00,On Time
FL-4644,QF7,Qantas,Los Angeles,2024-10-14 11:50:00,On Time
FL-4645,SQ213,Singapore Airlines,Singapore,2024-10-14 13:28:00,Delayed
FL-4646,CX103,Cathay Pacific,Hong Kong,2024-10-14 15:50:00,On Time
FL-4647,QF1,Qantas,Singapore,2024-10-14 16:27:00,On Time
FL-4648,QR007,Qatar Airways,Doha,2024-10-14 20:48:00,On Time
FL-4649,EK413,Emirates,Dubai,2024-10-14 21:15:00,On Time
