customer_id,nationality,age_group
C-03906,PH,30s
C-03907,CA,Under 20
C-03908,CN,40s
C-03909,NZ,50s
C-03910,IN,60+
C-03911,PH,50s
C-03912,US,20s
C-03913,CN,30s
C-03914,KR,Under 20
C-03915,NZ,60+
C-03916,US,30s
C-03917,KR,60+
C-03918,US,40s
C-03919,PH,30s
C-03920,AU,30s
C-03921,GB,60+
C-03922,US,30s
C-03923,NZ,50s
C-03924,CA,20s
C-03925,TH,40s
C-03926,,
C-03927,SG,Under 20
C-03928,,
C-03929,CN,60+
C-03930,US,20s
C-03931,GB,30s
C-03932,US,50s
C-03933,KR,60+
C-03934,KR,Under 20
C-03935,NZ,40s
C-03936,JP,30s
C-03937,,
C-03938,,
C-03939,SG,20s
C-03940,IN,20s
C-03941,CN,20s
C-03942,NZ,60+
C-03943,AU,50s
C-03944,PH,50s
C-03945,NZ,Under 20
C-03946,AU,Under 20
C-03947,CN,60+
C-03948,IN,20s
C-03949,JP,20s
C-03950,GB,30s
C-03951,AU,50s
C-03952,KR,30s
C-03953,CN,20s
C-03954,IN,Under 20
C-03955,CA,50s
C-03956,CN,60+
C-03957,AU,30s
C-03958,KR,Under 20
C-03959,AU,50s
C-03960,US,20s
C-03961,CA,20s
C-03962,KR,40s
C-03963,GB,60+
C-03964,AU,20s
C-03965,,
C-03966,,
C-03967,CN,Under 20
C-03968,KR,50s
C-03969,CA,50s
C-03970,,
C-03971,,
C-03972,,
C-03973,,
C-03974,NZ,30s
C-03975,US,40s
C-03976,KR,40s
C-03977,KR,30s
C-03978,US,30s
C-03979,PH,20s
C-03980,JP,30s
C-03981,SG,20s
C-03982,IN,40s
C-03983,CN,30s
C-03984,CN,60+
C-03985,NZ,Under 20
C-03986,TH,60+
C-03987,CN,Under 20
C-03988,TH,30s
C-03989,CN,60+
C-03990,GB,40s
C-03991,TH,40s
C-03992,US,40s
C-03993,GB,50s
C-03994,US,30s
C-03995,JP,40s
C-03996,,
C-03997,AU,40s
C-03998,AU,20s
C-03999,NZ,30s
C-04000,AU,60+
C-04001,CN,60+
C-04002,US,30s
C-04003,SG,30s
C-04004,CN,Under 20
C-04005,CN,40s
C-04006,,
C-04007,NZ,50s
C-04008,KR,30s
C-04009,US,30s
C-04010,CN,50s
C-04011,PH,Under 20
C-04012,IN,30s
C-04013,JP,30s
C-04014,SG,20s
C-04015,PH,40s
C-04016,,
C-04017,,
C-04018,,
C-04019,KR,20s
C-04020,KR,40s
C-04021,IN,60+
C-04022,GB,40s
C-04023,IN,50s
C-04024,PH,40s
C-04025,AU,60+
C-04026,JP,20s
C-04027,,
C-04028,CN,50s
C-04029,US,20s
C-04030,US,30s
C-04031,AU,20s
C-04032,CN,20s
C-04033,KR,30s
C-04034,SG,40s
C-04035,,
C-04036,IN,30s
C-04037,PH,50s
C-04038,NZ,40s
C-04039,US,40s
C-04040,US,20s
C-04041,US,30s
C-04042,AU,40s
C-04043,IN,20s
C-04044,GB,20s
C-04045,,
C-04046,JP,60+
C-04047,CN,20s
C-04048,GB,50s
C-04049,GB,30s
C-04050,CN,30s
C-04051,CN,20s
C-04052,AU,30s
C-04053,NZ,50s
C-04054,US,20s
C-04055,AU,40s
C-04056,TH,Under 20
C-04057,GB,20s
C-04058,,
C-04059,KR,30s
C-04060,NZ,60+
C-04061,PH,50s
C-04062,,
C-04063,KR,40s
C-04064,CN,30s
C-04065,AU,40s
C-04066,US,60+
C-04067,,
C-04068,AU,50s
C-04069,SG,40s
C-04070,SG,Under 20
C-04071,,
C-04072,NZ,30s
C-04073,IN,50s
C-04074,IN,50s
C-04075,CN,50s
C-04076,GB,20s
C-04077,CN,40s
C-04078,IN,30s
C-04079,CN,40s
C-04080,GB,40s
C-04081,GB,30s
C-04082,US,20s
C-04083,CN,40s
C-04084,KR,50s
C-04085,JP,50s
C-04086,,
C-04087,GB,30s
C-04088,JP,20s
C-04089,KR,Under 20
C-04090,US,40s
C-04091,,
C-04092,AU,Under 20
C-04093,,
C-04094,NZ,50s
C-04095,CN,20s
C-04096,US,30s
C-04097,CN,Under 20
C-04098,GB,Under 20
C-04099,,
C-04100,GB,40s
C-04101,,
C-04102,JP,30s
C-04103,IN,Under 20
C-04104,KR,60+
C-04105,SG,30s
C-04106,US,50s
C-04107,AU,40s
C-04108,GB,40s
C-04109,NZ,20s
C-04110,GB,40s
C-04111,,
C-04112,JP,40s
C-04113,CN,60+
C-04114,NZ,40s
C-04115,US,20s
C-04116,CA,50s
C-04117,AU,60+
C-04118,CA,40s
C-04119,CN,40s
C-04120,AU,60+
C-04121,KR,Under 20
C-04122,US,40s
C-04123,JP,60+
C-04124,US,50s
C-04125,NZ,50s
C-04126,GB,60+
C-04127,US,Under 20
C-04128,,
C-04129,NZ,50s
C-04130,SG,50s
C-04131,TH,50s
C-04132,CN,60+
C-04133,TH,40s
C-04134,CA,Under 20
C-04135,CN,40s
C-04136,US,40s
C-04137,JP,30s
C-04138,JP,30s
C-04139,GB,60+
C-04140,NZ,30s
C-04141,KR,40s
C-04142,NZ,60+
C-04143,CN,40s
C-04144,PH,60+
C-04145,,
C-04146,CN,30s
C-04147,US,50s
C-04148,GB,30s
C-04149,IN,50s
C-04150,PH,60+
C-04151,NZ,Under 20
C-04152,JP,30s
C-04153,PH,Under 20
C-04154,US,Under 20
C-04155,GB,20s
C-04156,NZ,40s
C-04157,CN,50s
C-04158,,
C-04159,NZ,60+
C-04160,IN,30s
C-04161,AU,20s
C-04162,AU,30s
C-04163,,
C-04164,,
C-04165,CN,60+
C-04166,AU,Under 20
C-04167,,
C-04168,CN,30s
C-04169,PH,40s
C-04170,US,20s
C-04171,SG,40s
C-04172,US,60+
C-04173,JP,40s
C-04174,IN,20s
C-04175,PH,20s
C-04176,CN,50s
C-04177,CN,30s
C-04178,JP,60+
C-04179,GB,Under 20
C-04180,,
C-04181,,
C-04182,US,Under 20
C-04183,GB,60+
C-04184,NZ,40s
C-04185,GB,50s
C-04186,US,60+
C-04187,GB,20s
C-04188,AU,Under 20
C-04189,CN,30s
C-04190,KR,30s
C-04191,US,50s
C-04192,NZ,30s
C-04193,JP,60+
C-04194,AU,40s
C-04195,,
C-04196,GB,30s
C-04197,US,40s
C-04198,,
C-04199,IN,60+
C-04200,SG,50s
C-04201,CA,40s
C-04202,PH,50s
C-04203,,
C-04204,US,30s
C-04205,GB,30s
C-04206,AU,60+
C-04207,CA,20s
C-04208,SG,40s
C-04209,,
C-04210,GB,Under 20
C-04211,AU,Under 20
C-04212,IN,60+
C-04213,CA,40s
C-04214,US,40s
C-04215,JP,60+
C-04216,US,60+
C-04217,TH,Under 20
C-04218,GB,30s
C-04219,US,30s
C-04220,IN,Under 20
C-04221,PH,50s
C-04222,,
C-04223,AU,Under 20
C-04224,PH,50s
C-04225,GB,60+
C-04226,JP,30s
C-04227,SG,40s
C-04228,GB,60+
C-04229,JP,30s
C-04230,CA,50s
C-04231,GB,30s
C-04232,GB,Under 20
C-04233,CN,60+
C-04234,,
C-04235,NZ,Under 20
C-04236,JP,20s
C-04237,KR,Under 20
C-04238,,
C-04239,CN,60+
C-04240,,
C-04241,SG,60+
C-04242,NZ,20s
C-04243,,
C-04244,CA,20s
C-04245,TH,30s
C-04246,AU,20s
C-04247,,
C-04248,KR,30s
C-04249,JP,Under 20
C-04250,IN,20s
C-04251,AU,20s
C-04252,KR,30s
C-04253,GB,30s
C-04254,,
C-04255,CN,60+
C-04256,CN,Under 20
C-04257,IN,40s
C-04258,CN,Under 20
C-04259,PH,60+
C-04260,,
C-04261,TH,30s
C-04262,CN,40s
C-04263,GB,40s
C-04264,US,40s
C-04265,GB,50s
C-04266,CN,60+
C-04267,KR,20s
C-04268,AU,Under 20
C-04269,US,60+
C-04270,GB,20s
C-04271,CN,20s
C-04272,PH,Under 20
C-04273,CN,30s
C-04274,US,40s
C-04275,JP,60+
C-04276,NZ,30s
C-04277,CN,50s
C-04278,,
C-04279,IN,50s
C-04280,CN,60+
C-04281,NZ,60+
C-04282,AU,60+
C-04283,GB,30s
C-04284,AU,60+
C-04285,IN,50s
C-04286,KR,30s
C-04287,CN,20s
C-04288,AU,40s
C-04289,NZ,30s
C-04290,JP,20s
C-04291,NZ,50s
C-04292,,
C-04293,,
C-04294,CN,20s
C-04295,JP,30s
C-04296,PH,60+
C-04297,US,30s
C-04298,CN,30s
C-04299,AU,20s
C-04300,CN,30s
C-04301,JP,20s
C-04302,US,Under 20
C-04303,,
C-04304,,
C-04305,NZ,30s
C-04306,CN,30s
C-04307,IN,40s
C-04308,SG,Under 20
C-04309,CN,60+
C-04310,JP,60+
C-04311,AU,30s
C-04312,CN,Under 20
C-04313,JP,40s
C-04314,KR,Under 20
C-04315,CN,20s
C-04316,TH,40s
C-04317,US,30s
C-04318,AU,30s
C-04319,SG,60+
C-04320,CN,40s
C-04321,KR,Under 20
C-04322,,
C-04323,NZ,50s
C-04324,CN,30s
C-04325,NZ,30s
C-04326,JP,Under 20
C-04327,GB,60+
C-04328,NZ,60+
C-04329,TH,40s
C-04330,AU,50s
C-04331,AU,60+
C-04332,AU,40s
C-04333,AU,20s
C-04334,,
C-04335,,
C-04336,IN,50s
C-04337,CN,60+
C-04338,US,20s
C-04339,GB,Under 20
C-04340,KR,20s
C-04341,KR,40s
C-04342,,
C-04343,TH,50s
C-04344,GB,60+
C-04345,TH,Under 20
C-04346,JP,50s
C-04347,AU,Under 20
C-04348,CN,Under 20
C-04349,CN,Under 20
C-04350,CN,60+
C-04351,IN,50s
C-04352,US,Under 20
C-04353,AU,60+
C-04354,GB,60+
C-04355,CN,60+
C-04356,AU,50s
C-04357,GB,30s
C-04358,US,Under 20
C-04359,US,40s
C-04360,CN,30s
C-04361,JP,60+
C-04362,,
C-04363,GB,Under 20
C-04364,CN,40s
C-04365,US,20s
C-04366,US,30s
C-04367,CN,60+
C-04368,JP,20s
C-04369,KR,40s
C-04370,US,60+
C-04371,AU,60+
C-04372,US,30s
C-04373,GB,30s
C-04374,US,Under 20
C-04375,SG,40s
C-04376,CN,50s
C-04377,NZ,Under 20
C-04378,NZ,40s
C-04379,KR,20s
C-04380,AU,20s
C-04381,JP,50s
C-04382,PH,50s
C-04383,CN,50s
C-04384,US,50s
C-04385,,
C-04386,KR,50s
C-04387,CN,20s
C-04388,JP,60+
C-04389,KR,30s
C-04390,US,20s
C-04391,CN,20s
C-04392,IN,30s
C-04393,,
C-04394,IN,20s
C-04395,US,30s
C-04396,TH,30s
C-04397,CN,30s
C-04398,NZ,40s
C-04399,CA,30s
C-04400,US,40s
C-04401,KR,30s
C-04402,US,40s
C-04403,AU,30s
C-04404,PH,20s
C-04405,KR,40s
C-04406,CN,30s
C-04407,CN,40s
C-04408,CN,Under 20
C-04409,AU,40s
C-04410,CA,30s
C-04411,AU,20s
C-04412,,
C-04413,US,30s
C-04414,AU,30s
C-04415,CN,Under 20
C-04416,AU,50s
C-04417,SG,Under 20
C-04418,US,60+
C-04419,,
C-04420,PH,50s
C-04421,GB,60+
C-04422,CN,20s
C-04423,IN,50s
C-04424,US,40s
C-04425,TH,20s
C-04426,KR,60+
C-04427,JP,20s
C-04428,GB,Under 20
C-04429,SG,60+
C-04430,KR,Under 20
C-04431,US,Under 20
C-04432,CN,Under 20
C-04433,NZ,60+
C-04434,CA,50s
C-04435,US,50s
C-04436,NZ,20s
C-04437,IN,30s
C-04438,US,Under 20
C-04439,CN,50s
C-04440,AU,Under 20
C-04441,US,60+
C-04442,CN,Under 20
C-04443,AU,20s
C-04444,TH,Under 20
C-04445,GB,30s
C-04446,SG,40s
C-04447,,
C-04448,CN,20s
C-04449,,
C-04450,KR,40s
C-04451,JP,20s
C-04452,US,40s
C-04453,CN,20s
C-04454,CA,30s
C-04455,AU,20s
C-04456,NZ,30s
C-04457,US,20s
C-04458,KR,40s
C-04459,US,Under 20
C-04460,IN,Under 20
C-04461,,
C-04462,NZ,60+
C-04463,CA,40s
C-04464,AU,50s
C-04465,,
C-04466,AU,Under 20
C-04467,AU,50s
C-04468,,
C-04469,PH,50s
C-04470,CN,20s
C-04471,JP,50s
C-04472,JP,20s
C-04473,,
C-04474,CN,30s
C-04475,IN,Under 20
C-04476,US,40s
C-04477,CA,50s
C-04478,CN,Under 20
C-04479,CN,20s
C-04480,NZ,30s
C-04481,GB,30s
C-04482,IN,60+
C-04483,,
C-04484,,
C-04485,CN,60+
C-04486,NZ,30s
C-04487,AU,30s
C-04488,,
C-04489,CN,40s
C-04490,IN,20s
C-04491,CN,20s
C-04492,,
C-04493,JP,60+
C-04494,US,Under 20
C-04495,,
C-04496,CA,Under 20
C-04497,TH,20s
C-04498,US,60+
C-04499,AU,40s
C-04500,,
C-04501,CN,Under 20
C-04502,,
C-04503,IN,50s
C-04504,CA,20s
C-04505,SG,60+
C-04506,IN,Under 20
C-04507,PH,50s
C-04508,GB,40s
C-04509,US,Under 20
C-04510,AU,60+
C-04511,IN,50s
C-04512,JP,Under 20
C-04513,IN,60+
C-04514,JP,Under 20
C-04515,KR,50s
C-04516,IN,Under 20
C-04517,CN,40s
C-04518,US,50s
C-04519,JP,60+
C-04520,NZ,60+
C-04521,KR,30s
C-04522,TH,30s
C-04523,SG,30s
C-04524,KR,40s
C-04525,AU,30s
C-04526,PH,40s
C-04527,KR,40s
C-04528,SG,20s
C-04529,GB,20s
C-04530,JP,60+
C-04531,JP,Under 20
C-04532,,
C-04533,PH,Under 20
C-04534,AU,50s
C-04535,JP,40s
C-04536,GB,Under 20
C-04537,PH,Under 20
C-04538,AU,40s
C-04539,,
C-04540,TH,40s
C-04541,KR,50s
C-04542,,
C-04543,JP,60+
C-04544,US,40s
C-04545,JP,Under 20
C-04546,GB,20s
C-04547,GB,Under 20
C-04548,,
C-04549,KR,60+
C-04550,US,40s
C-04551,,
C-04552,CN,30s
C-04553,NZ,60+
C-04554,IN,50s
C-04555,CN,30s
C-04556,CA,Under 20
C-04557,NZ,20s
C-04558,IN,50s
C-04559,KR,30s
C-04560,JP,50s
C-04561,AU,40s
C-04562,US,60+
C-04563,JP,50s
C-04564,US,30s
C-04565,GB,60+
C-04566,,
C-04567,CN,40s
C-04568,CN,40s
C-04569,NZ,50s
C-04570,KR,30s
C-04571,CN,50s
C-04572,NZ,50s
C-04573,IN,20s
C-04574,JP,Under 20
C-04575,AU,40s
C-04576,US,50s
C-04577,,
C-04578,US,50s
C-04579,,
C-04580,GB,20s
C-04581,CN,Under 20
C-04582,AU,50s
C-04583,CN,30s
C-04584,GB,50s
C-04585,IN,40s
C-04586,CN,30s
C-04587,IN,Under 20
C-04588,KR,50s
C-04589,CN,50s
C-04590,,
C-04591,CN,50s
C-04592,GB,30s
C-04593,CN,20s
C-04594,CN,20s
C-04595,CN,40s
C-04596,GB,30s
C-04597,AU,20s
C-04598,CN,60+
C-04599,US,60+
C-04600,CN,40s
C-04601,US,40s
C-04602,GB,40s
C-04603,AU,20s
C-04604,CN,60+
C-04605,NZ,50s
C-04606,AU,60+
C-04607,NZ,50s
C-04608,TH,20s
C-04609,,
C-04610,AU,20s
C-04611,IN,30s
C-04612,NZ,40s
C-04613,KR,20s
C-04614,AU,50s
C-04615,JP,40s
C-04616,JP,50s
C-04617,AU,50s
C-04618,CN,50s
C-04619,CN,Under 20
C-04620,,
C-04621,AU,20s
C-04622,JP,50s
C-04623,KR,30s
C-04624,GB,Under 20
C-04625,AU,50s
C-04626,GB,60+
C-04627,KR,50s
C-04628,CN,20s
C-04629,PH,50s
C-04630,US,30s
C-04631,CN,50s
C-04632,AU,Under 20
C-04633,US,20s
C-04634,NZ,Under 20
C-04635,PH,40s
C-04636,SG,60+
C-04637,CN,30s
C-04638,CN,20s
C-04639,,
C-04640,CN,20s
C-04641,CN,40s
C-04642,IN,20s
C-04643,GB,Under 20
C-04644,PH,40s
C-04645,CN,30s
C-04646,CA,50s
C-04647,PH,30s
C-04648,AU,60+
C-04649,,
C-04650,,
C-04651,SG,50s
C-04652,AU,40s
C-04653,JP,Under 20
C-04654,NZ,Under 20
C-04655,JP,Under 20
C-04656,AU,20s
C-04657,KR,40s
C-04658,AU,50s
C-04659,,
C-04660,US,60+
C-04661,GB,30s
C-04662,CN,60+
C-04663,NZ,60+
C-04664,CN,30s
C-04665,KR,Under 20
C-04666,US,30s
C-04667,US,50s
C-04668,,
C-04669,US,20s
C-04670,IN,20s
C-04671,CN,20s
C-04672,JP,Under 20
C-04673,AU,30s
C-04674,GB,50s
C-04675,AU,Under 20
C-04676,IN,20s
C-04677,TH,60+
C-04678,CA,50s
C-04679,CN,20s
C-04680,CN,Under 20
C-04681,JP,Under 20
C-04682,,
C-04683,AU,Under 20
C-04684,GB,30s
C-04685,US,50s
C-04686,GB,40s
C-04687,CN,Under 20
C-04688,CN,20s
C-04689,KR,20s
C-04690,US,60+
C-04691,KR,Under 20
C-04692,CN,30s
C-04693,GB,30s
C-04694,CN,Under 20
C-04695,AU,Under 20
C-04696,,
C-04697,,
C-04698,CN,Under 20
C-04699,JP,50s
C-04700,CA,20s
C-04701,GB,60+
C-04702,IN,20s
C-04703,PH,30s
C-04704,SG,40s
C-04705,KR,20s
C-04706,,
C-04707,CN,30s
C-04708,GB,40s
C-04709,JP,40s
C-04710,CN,20s
C-04711,IN,60+
C-04712,SG,60+
C-04713,GB,60+
C-04714,CA,60+
C-04715,US,Under 20
C-04716,IN,40s
C-04717,CN,Under 20
C-04718,NZ,30s
C-04719,AU,20s
C-04720,IN,30s
C-04721,AU,60+
C-04722,IN,60+
C-04723,TH,20s
C-04724,US,20s
C-04725,CN,30s
C-04726,AU,60+
C-04727,TH,50s
C-04728,KR,40s
C-04729,US,60+
C-04730,IN,20s
C-04731,CN,20s
C-04732,KR,50s
C-04733,SG,50s
C-04734,NZ,20s
C-04735,KR,40s
C-04736,US,Under 20
C-04737,TH,Under 20
C-04738,KR,20s
C-04739,CA,60+
C-04740,GB,50s
C-04741,CN,Under 20
C-04742,IN,50s
C-04743,AU,20s
C-04744,CN,40s
C-04745,NZ,40s
C-04746,TH,Under 20
C-04747,NZ,60+
C-04748,CA,30s
C-04749,KR,50s
C-04750,CA,20s
C-04751,US,50s
C-04752,SG,20s
C-04753,CN,Under 20
C-04754,CA,30s
C-04755,,
C-04756,CN,30s
C-04757,CN,20s
C-04758,NZ,30s
C-04759,CN,20s
C-04760,IN,50s
C-04761,,
C-04762,GB,20s
C-04763,NZ,60+
C-04764,CA,Under 20
C-04765,US,30s
C-04766,,
C-04767,PH,40s
C-04768,IN,60+
C-04769,SG,30s
C-04770,CN,40s
C-04771,CA,20s
C-04772,CN,40s
C-04773,US,50s
C-04774,US,Under 20
C-04775,CN,60+
C-04776,KR,50s
C-04777,,
C-04778,US,50s
C-04779,KR,50s
C-04780,NZ,30s
C-04781,IN,60+
C-04782,CN,Under 20
C-04783,,
C-04784,IN,50s
C-04785,IN,40s
C-04786,CN,Under 20
C-04787,PH,20s
C-04788,TH,Under 20
C-04789,GB,20s
C-04790,AU,40s
C-04791,NZ,50s
C-04792,KR,Under 20
C-04793,,
C-04794,GB,50s
C-04795,CN,40s
C-04796,SG,60+
C-04797,,
C-04798,,
C-04799,,
C-04800,,
C-04801,AU,30s
C-04802,,
C-04803,,
C-04804,,
C-04805,TH,Under 20
C-04806,GB,50s
C-04807,JP,20s
C-04808,AU,50s
C-04809,US,Under 20
C-04810,CN,Under 20
C-04811,KR,60+
C-04812,CN,20s
C-04813,CN,Under 20
C-04814,AU,Under 20
C-04815,CN,40s
C-04816,,
C-04817,,
C-04818,CN,20s
C-04819,NZ,60+
C-04820,CN,Under 20
C-04821,IN,20s
C-04822,CN,20s
C-04823,NZ,60+
C-04824,KR,40s
C-04825,JP,60+
C-04826,JP,50s
C-04827,GB,60+
C-04828,PH,40s
C-04829,US,40s
C-04830,PH,20s
C-04831,US,Under 20
C-04832,,
C-04833,GB,50s
C-04834,CN,40s
C-04835,JP,Under 20
C-04836,US,Under 20
C-04837,AU,30s
C-04838,IN,40s
C-04839,JP,Under 20
C-04840,JP,60+
C-04841,AU,50s
C-04842,AU,50s
C-04843,JP,60+
C-04844,CN,60+
C-04845,NZ,40s
C-04846,GB,50s
C-04847,GB,50s
C-04848,CN,40s
C-04849,AU,30s
C-04850,KR,20s
C-04851,US,60+
C-04852,CN,40s
C-04853,CN,40s
C-04854,AU,Under 20
C-04855,TH,Under 20
C-04856,CN,50s
C-04857,CN,60+
C-04858,NZ,60+
C-04859,NZ,20s
C-04860,CN,Under 20
C-04861,SG,50s
C-04862,KR,40s
C-04863,TH,50s
C-04864,JP,20s
C-04865,CA,20s
C-04866,JP,Under 20
C-04867,US,20s
C-04868,AU,30s
C-04869,,
C-04870,CN,Under 20
C-04871,JP,30s
C-04872,IN,30s
C-04873,GB,Under 20
C-04874,CN,Under 20
C-04875,TH,50s
C-04876,US,50s
C-04877,SG,20s
C-04878,CN,30s
C-04879,SG,40s
C-04880,,
C-04881,GB,40s
C-04882,,
C-04883,TH,50s
C-04884,JP,20s
C-04885,NZ,Under 20
C-04886,KR,20s
C-04887,AU,20s
C-04888,PH,60+
C-04889,GB,50s
C-04890,KR,30s
C-04891,JP,Under 20
C-04892,KR,Under 20
C-04893,TH,50s
C-04894,JP,40s
C-04895,PH,50s
C-04896,GB,30s
C-04897,GB,30s
C-04898,CN,50s
C-04899,,
C-04900,IN,Under 20
C-04901,,
C-04902,TH,20s
C-04903,AU,30s
C-04904,IN,30s
C-04905,,
C-04906,CN,30s
C-04907,CA,40s
C-04908,,
C-04909,CN,40s
C-04910,IN,20s
C-04911,NZ,60+
C-04912,AU,60+
C-04913,NZ,30s
C-04914,,
C-04915,CN,Under 20
C-04916,,
C-04917,AU,Under 20
C-04918,,
C-04919,CA,60+
C-04920,NZ,40s
C-04921,,
C-04922,KR,20s
C-04923,,
C-04924,,
C-04925,CN,60+
C-04926,CN,40s
C-04927,US,20s
C-04928,NZ,20s
C-04929,KR,30s
C-04930,AU,40s
C-04931,,
C-04932,KR,50s
C-04933,KR,30s
C-04934,US,60+
C-04935,,
C-04936,JP,30s
C-04937,JP,30s
C-04938,CN,50s
C-04939,,
C-04940,NZ,50s
C-04941,,
C-04942,GB,60+
C-04943,AU,20s
C-04944,NZ,30s
C-04945,JP,50s
C-04946,,
C-04947,KR,60+
C-04948,KR,50s
C-04949,NZ,40s
C-04950,PH,60+
C-04951,AU,60+
C-04952,KR,40s
C-04953,NZ,30s
C-04954,NZ,30s
C-04955,US,40s
C-04956,CN,30s
C-04957,CN,50s
C-04958,CN,30s
C-04959,AU,Under 20
C-04960,GB,50s
C-04961,NZ,50s
C-04962,TH,60+
C-04963,JP,20s
C-04964,KR,50s
C-04965,KR,30s
C-04966,NZ,50s
C-04967,,
C-04968,,
C-04969,CN,40s
C-04970,NZ,30s
C-04971,KR,Under 20
C-04972,,
C-04973,GB,50s
C-04974,JP,20s
C-04975,IN,40s
C-04976,,
C-04977,NZ,20s
C-04978,SG,Under 20
C-04979,CN,Under 20
C-04980,JP,20s
C-04981,AU,20s
C-04982,TH,50s
C-04983,KR,50s
C-04984,GB,30s
C-04985,US,50s
C-04986,IN,20s
C-04987,JP,40s
C-04988,CN,40s
C-04989,NZ,30s
C-04990,IN,30s
C-04991,NZ,40s
C-04992,PH,20s
C-04993,CN,Under 20
C-04994,PH,60+
C-04995,KR,20s
C-04996,AU,20s
C-04997,CN,60+
C-04998,AU,20s
C-04999,CN,60+
C-05000,US,Under 20
C-05001,CA,30s
C-05002,JP,30s
C-05003,CN,40s
C-05004,NZ,Under 20
C-05005,NZ,50s
C-05006,,
C-05007,,
C-05008,,
C-05009,,
C-05010,PH,20s
C-05011,KR,Under 20
C-05012,KR,60+
C-05013,GB,20s
C-05014,SG,60+
C-05015,US,40s
C-05016,JP,20s
C-05017,CN,60+
C-05018,CA,20s
C-05019,TH,40s
C-05020,JP,60+
C-05021,TH,50s
C-05022,IN,20s
C-05023,,
C-05024,AU,Under 20
C-05025,AU,40s
C-05026,AU,20s
C-05027,KR,60+
C-05028,SG,50s
C-05029,NZ,30s
C-05030,US,30s
C-05031,US,Under 20
C-05032,NZ,Under 20
C-05033,GB,Under 20
C-05034,CN,60+
C-05035,TH,Under 20
C-05036,CN,20s
C-05037,PH,20s
C-05038,,
C-05039,US,20s
C-05040,CN,Under 20
C-05041,GB,Under 20
C-05042,JP,60+
C-05043,KR,30s
C-05044,JP,60+
C-05045,,
C-05046,GB,Under 20
C-05047,,
C-05048,,
C-05049,AU,60+
C-05050,AU,20s
C-05051,CN,50s
C-05052,TH,30s
C-05053,KR,60+
C-05054,GB,Under 20
C-05055,CN,30s
C-05056,CA,50s
C-05057,US,30s
C-05058,,
C-05059,JP,Under 20
C-05060,CN,50s
C-05061,AU,40s
C-05062,CA,30s
C-05063,US,Under 20
C-05064,JP,30s
C-05065,,
C-05066,AU,40s
C-05067,GB,40s
C-05068,GB,40s
C-05069,IN,30s
C-05070,AU,30s
C-05071,AU,30s
C-05072,,
C-05073,CA,20s
C-05074,NZ,50s
C-05075,NZ,40s
C-05076,US,30s
C-05077,,
C-05078,CN,60+
C-05079,CN,20s
C-05080,CN,60+
C-05081,AU,60+
C-05082,US,Under 20
C-05083,NZ,60+
C-05084,CN,20s
C-05085,CA,Under 20
C-05086,PH,60+
C-05087,NZ,30s
C-05088,US,60+
C-05089,PH,40s
C-05090,IN,60+
C-05091,SG,50s
C-05092,CN,Under 20
C-05093,AU,40s
C-05094,SG,40s
C-05095,TH,30s
C-05096,GB,50s
C-05097,GB,50s
C-05098,CN,40s
C-05099,AU,20s
C-05100,CN,Under 20
C-05101,CN,60+
C-05102,GB,20s
C-05103,CN,20s
C-05104,US,Under 20
C-05105,AU,Under 20
C-05106,GB,40s
C-05107,JP,40s
C-05108,JP,20s
C-05109,CA,50s
C-05110,AU,20s
C-05111,SG,20s
C-05112,CN,30s
C-05113,AU,30s
C-05114,US,20s
C-05115,CN,20s
C-05116,,
C-05117,NZ,60+
C-05118,GB,50s
C-05119,,
C-05120,IN,20s
C-05121,NZ,Under 20
C-05122,,
C-05123,IN,Under 20
C-05124,NZ,40s
C-05125,CN,60+
C-05126,IN,20s
C-05127,,
C-05128,CN,20s
C-05129,US,60+
C-05130,GB,30s
C-05131,SG,30s
C-05132,KR,40s
C-05133,JP,Under 20
C-05134,JP,40s
C-05135,,
C-05136,SG,Under 20
C-05137,JP,20s
C-05138,AU,Under 20
C-05139,IN,Under 20
C-05140,KR,30s
C-05141,CN,40s
C-05142,AU,60+
C-05143,PH,40s
C-05144,CA,40s
C-05145,PH,30s
C-05146,IN,30s
C-05147,IN,30s
C-05148,PH,40s
C-05149,GB,30s
C-05150,IN,30s
C-05151,,
C-05152,GB,20s
C-05153,CN,60+
C-05154,GB,40s
C-05155,CN,30s
C-05156,CN,60+
C-05157,CN,20s
C-05158,GB,50s
C-05159,JP,20s
C-05160,,
C-05161,AU,40s
C-05162,CN,20s
C-05163,AU,60+
C-05164,GB,30s
C-05165,SG,40s
C-05166,,
C-05167,KR,Under 20
C-05168,US,60+
C-05169,AU,30s
C-05170,GB,20s
C-05171,CA,40s
C-05172,IN,30s
C-05173,US,60+
C-05174,IN,40s
C-05175,JP,60+
C-05176,US,30s
C-05177,NZ,50s
C-05178,AU,60+
C-05179,NZ,60+
C-05180,US,30s
C-05181,SG,Under 20
C-05182,AU,50s
C-05183,GB,50s
C-05184,GB,40s
C-05185,US,30s
C-05186,CN,Under 20
C-05187,IN,50s
C-05188,AU,50s
C-05189,JP,40s
C-05190,CN,50s
C-05191,IN,Under 20
C-05192,,
C-05193,CN,40s
C-05194,US,50s
C-05195,,
C-05196,PH,30s
C-05197,CN,50s
C-05198,TH,20s
C-05199,AU,Under 20
C-05200,,
C-05201,,
C-05202,CN,Under 20
C-05203,CN,50s
